year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
2019,Film | Best Film in 2019,A Star Is Born,"Bradley Cooper, Bill Gerber, Lynette Howell Taylor",False
2019,Film | British Short Animation in 2019,Roughhouse,"Jonathan Hodgson, Richard Van Den Boom",True
2019,Film | British Short Animation in 2019,I'm OK,"Elizabeth Hobbs, Abigail Addison, Jelena Popovic",False
2019,Film | British Short Animation in 2019,Marfa,"Greg McLeod, Myles McLeod",False
2019,Film | British Short Film in 2019,73 Cows,Alex Lockwood,True
2019,Film | British Short Film in 2019,"Bachelor, 38",Angela Clarke,False
2019,Film | British Short Film in 2019,The Blue Door,"Ben Clark, Megan Pugh, Paul Taylor",False
2019,Film | British Short Film in 2019,The Field,"Sandhya Suri, Thomas Bidegain, Balthazar de Ganay",False
2019,Film | British Short Film in 2019,Wale,"Barnaby Blackburn, Sophie Alexander, Catherine Slater, Edward Speleers",False
2019,Film | Director in 2019,Roma,Alfonso Cuaron,True
2019,Film | Director in 2019,BlacKkKlansman,Spike Lee,False
2019,Film | Director in 2019,Cold War,Pawel Pawlikowski,False
2019,Film | Director in 2019,The Favourite,Yorgos Lanthimos,False
2019,Film | Director in 2019,A Star Is Born,Bradley Cooper,False
2019,Film | Documentary in 2019,Free Solo,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Shannon Dill, Evan Hayes",True
2019,Film | Documentary in 2019,McQueen,"Ian Bonhote, Peter Ettedgui",False
2019,Film | Documentary in 2019,RBG,"Julie Cohen, Betsy West",False
2019,Film | Documentary in 2019,They Shall Not Grow Old,"Peter Jackson, Clare Olssen",False
2019,Film | Documentary in 2019,Three Identical Strangers,"Tim Wardle, Grace Hughes-Hallett, Becky Read",False
2019,Film | Editing in 2019,Vice,Hank Corwin,True
2019,Film | Editing in 2019,Bohemian Rhapsody,John Ottman,False
2019,Film | Editing in 2019,The Favourite,Yorgos Mavropsaridis,False
2019,Film | Editing in 2019,First Man,Tom Cross,False
2019,Film | Editing in 2019,Roma,"Alfonso Cuaron, Adam Gough",False
2019,Film | Film Not in the English Language in 2019,Roma,"Alfonso Cuaron, Gabriela Rodriguez",True
2019,Film | Film Not in the English Language in 2019,Capernaum,"Nadine Labaki, Khaled Mouzanar",False
2019,Film | Film Not in the English Language in 2019,Cold War,"Pawel Pawlikowski, Tanya Seghatchian, Ewa Puszczynska",False
2019,Film | Film Not in the English Language in 2019,Dogman,Matteo Garrone,False
2019,Film | Film Not in the English Language in 2019,Shoplifters,"Hirokazu Kore-eda, Kaoru Matsuzaki",False
2019,Film | Leading Actor in 2019,Rami Malek,Bohemian Rhapsody,True
2019,Film | Leading Actor in 2019,Bradley Cooper,A Star Is Born,False
2019,Film | Leading Actor in 2019,Christian Bale,Vice,False
2019,Film | Leading Actor in 2019,Steve Coogan,Stan & Ollie,False
2019,Film | Leading Actor in 2019,Viggo Mortensen,Green Book,False
2019,Film | Leading Actress in 2019,Olivia Colman,The Favourite,True
2019,Film | Leading Actress in 2019,Glenn Close,The Wife,False
2019,Film | Leading Actress in 2019,Lady Gaga,A Star Is Born,False
2019,Film | Leading Actress in 2019,Melissa McCarthy,Can You Ever Forgive Me?,False
2019,Film | Leading Actress in 2019,Viola Davis,Widows,False
2019,Film | Original Screenplay in 2019,The Favourite,"Deborah Davis, Tony McNamara",True
2019,Film | Original Screenplay in 2019,Cold War,"Janusz Glowacki, Pawel Pawlikowski",False
2019,Film | Original Screenplay in 2019,Green Book,"Brian Currie, Peter Farrelly, Nick Vallelonga",False
2019,Film | Original Screenplay in 2019,Roma,Alfonso Cuaron,False
2019,Film | Original Screenplay in 2019,Vice,Adam McKay,False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Beast,"Michael Pearce (Writer/Director), Lauren Dark (Producer)",True
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Apostasy,Daniel Kokotajlo (Writer/Director),False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",A Cambodian Spring,Chris Kelly (Writer/Director/Producer),False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Pili,"Leanne Welham (Writer/Director), Sophie Harman (Producer)",False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Ray & Liz,"Richard Billingham (Writer/Director), Jacqui Davies (Producer)",False
2019,Film | Production Design in 2019,The Favourite,"Fiona Crombie, Alice Felton",True
2019,Film | Production Design in 2019,Fantastic Beasts: The Crimes of Grindelwald,"Stuart Craig, Anna Pinnock",False
2019,Film | Production Design in 2019,First Man,"Nathan Crowley, Kathy Lucas",False
2019,Film | Production Design in 2019,Mary Poppins Returns,"John Myhre, Gordon Sim",False
2019,Film | Production Design in 2019,Roma,"Eugenio Caballero, Barbara Enriquez",False
2019,Film | Supporting Actor in 2019,Green Book,Mahershala Ali,True
2019,Film | Supporting Actor in 2019,BlacKkKlansman,Adam Driver,False
2019,Film | Supporting Actor in 2019,Can You Ever Forgive Me?,Richard E. Grant,False
2019,Film | Supporting Actor in 2019,Vice,Sam Rockwell,False
2019,Film | Supporting Actor in 2019,Beautiful Boy,Timothee Chalamet,False
2019,Film | Supporting Actress in 2019,The Favourite,Rachel Weisz,True
2019,Film | Supporting Actress in 2019,Vice,Amy Adams,False
2019,Film | Supporting Actress in 2019,First Man,Claire Foy,False
2019,Film | Supporting Actress in 2019,The Favourite,Emma Stone,False
2019,Film | Supporting Actress in 2019,Mary Queen of Scots,Margot Robbie,False
2020,Film | Adapted Screenplay in 2020,Taika Waititi,Jojo Rabbit,True
2020,Film | Adapted Screenplay in 2020,Steven Zaillian,The Irishman,False
2020,Film | Adapted Screenplay in 2020,"Todd Phillips, Scott Silver",Joker,False
2020,Film | Adapted Screenplay in 2020,Greta Gerwig,Little Women,False
2020,Film | Adapted Screenplay in 2020,Anthony McCarten,The Two Popes,False
2020,Film | Best Film in 2020,1917,"Pippa Harris, Callum McDougall, Sam Mendes, Jayne-Ann Tenggren",True
2020,Film | Best Film in 2020,The Irishman,"Robert De Niro, Jane Rosenthal, Martin Scorsese, Emma Tillinger Koskoff",False
2020,Film | Best Film in 2020,Joker,"Bradley Cooper, Todd Phillips, Emma Tillinger Koskoff",False
2020,Film | Best Film in 2020,Once Upon a Time.. in Hollywood,"David Heyman, Shannon McIntosh, Quentin Tarantino",False
2020,Film | Best Film in 2020,Parasite,"Bong Joon Ho, Kwak Sin Ae",False
2020,Film | British Short Animation in 2020,Grandad Was A Romantic,Maryam Mohajer,True
2020,Film | British Short Animation in 2020,In Her Boots,Kathrin Steinbacher,False
2020,Film | British Short Animation in 2020,The Magic Boat,"Naaman Azhari, Lilia Laurel",False
2020,Film | British Short Film in 2020,Learning To Skateboard In A Warzone (If You're A Girl),"Carol Dysinger, Elena Andreicheva",True
2020,Film | British Short Film in 2020,Azaar,"Myriam Raja, Nathanael Baring",False
2020,Film | British Short Film in 2020,Goldfish,"Hector Dockrill, Harri Kamalanathan, Benedict Turnbull, Laura Dockrill",False
2020,Film | British Short Film in 2020,Kamali,"Sasha Rainbow, Rosalind Croad",False
2020,Film | British Short Film in 2020,The Trap,"Lena Headey, Anthony Fitzgerald",False
2020,Film | Director in 2020,1917,Sam Mendes,True
2020,Film | Director in 2020,The Irishman,Martin Scorsese,False
2020,Film | Director in 2020,Joker,Todd Phillips,False
2020,Film | Director in 2020,Once Upon a Time.. in Hollywood,Quentin Tarantino,False
2020,Film | Director in 2020,Parasite,Bong Joon Ho,False
2020,Film | Documentary in 2020,For Sama,"Waad al-Kateab, Edward Watts",True
2020,Film | Documentary in 2020,American Factory,"Steven Bognar, Julia Reichert",False
2020,Film | Documentary in 2020,Apollo 11,Todd Douglas Miller,False
2020,Film | Documentary in 2020,Diego Maradona,"Asif Kapadia, James Gay-Rees, Paul Martin",False
2020,Film | Documentary in 2020,The Great Hack,"Karim Amer, Jehane Noujaim",False
2020,Film | Editing in 2020,Le Mans '66,"Andrew Buckland, Michael McCusker",True
2020,Film | Editing in 2020,The Irishman,Thelma Schoonmaker,False
2020,Film | Editing in 2020,Jojo Rabbit,Tom Eagles,False
2020,Film | Editing in 2020,Joker,Jeff Groth,False
2020,Film | Editing in 2020,Once Upon a Time.. in Hollywood,Fred Raskin,False
2020,Film | Film Not In The English Language in 2020,Parasite,Bong Joon Ho,True
2020,Film | Film Not In The English Language in 2020,The Farewell,"Lulu Wang, Daniele Melia",False
2020,Film | Film Not In The English Language in 2020,For Sama,"Waad al-Kateab, Edward Watts",False
2020,Film | Film Not In The English Language in 2020,Pain And Glory,"Pedro Almodóvar, Agustín Almodóvar",False
2020,Film | Film Not In The English Language in 2020,Portrait Of A Lady On Fire,"Céline Sciamma, Bénédicte Couvreur",False
2020,Film | Leading Actor in 2020,Joaquin Phoenix,Joker,True
2020,Film | Leading Actor in 2020,Leonardo DiCaprio,Once Upon a Time.. in Hollywood,False
2020,Film | Leading Actor in 2020,Adam Driver,Marriage Story,False
2020,Film | Leading Actor in 2020,Taron Egerton,Rocketman,False
2020,Film | Leading Actor in 2020,Jonathan Pryce,The Two Popes,False
2020,Film | Leading Actress in 2020,Renée Zellweger,Judy,True
2020,Film | Leading Actress in 2020,Jessie Buckley,Wild Rose,False
2020,Film | Leading Actress in 2020,Scarlett Johansson,Marriage Story,False
2020,Film | Leading Actress in 2020,Saoirse Ronan,Little Women,False
2020,Film | Leading Actress in 2020,Charlize Theron,Bombshell,False
2020,Film | Original Screenplay in 2020,Parasite,"Han Jin Won, Bong Joon Ho",True
2020,Film | Original Screenplay in 2020,Booksmart,"Susanna Fogel, Emily Halpern, Sarah Haskins, Katie Silberman",False
2020,Film | Original Screenplay in 2020,Knives Out,Rian Johnson,False
2020,Film | Original Screenplay in 2020,Marriage Story,Noah Baumbach,False
2020,Film | Original Screenplay in 2020,Once Upon a Time.. in Hollywood,Quentin Tarantino,False
2020,"Film | Outstanding Debut By A British Writer, Director Or Producer in 2020",Bait,"Mark Jenkin (Writer/Director), Kate Byers, Linn Waite (Producers)",True
2020,"Film | Outstanding Debut By A British Writer, Director Or Producer in 2020",For Sama,"Waad al-Kateab (Director/Producer), Edward Watts (Director)",False
2020,"Film | Outstanding Debut By A British Writer, Director Or Producer in 2020",Maiden,Alex Holmes (Director),False
2020,"Film | Outstanding Debut By A British Writer, Director Or Producer in 2020",Only You,Harry Wootliff (Writer/Director),False
2020,"Film | Outstanding Debut By A British Writer, Director Or Producer in 2020",Retablo,Álvaro Delgado-Aparicio (Writer/Director) - also written by Héctor Gálvez,False
2020,Film | Production Design in 2020,1917,"Dennis Gassner, Lee Sandales",True
2020,Film | Production Design in 2020,The Irishman,"Bob Shaw, Regina Graves",False
2020,Film | Production Design in 2020,Jojo Rabbit,"Ra Vincent, Nora Sopková",False
2020,Film | Production Design in 2020,Joker,"Mark Friedberg, Kris Moran",False
2020,Film | Production Design in 2020,Once Upon a Time.. in Hollywood,"Barbara Ling, Nancy Haigh",False
2020,Film | Supporting Actor in 2020,Once Upon a Time.. in Hollywood,Brad Pitt,True
2020,Film | Supporting Actor in 2020,A Beautiful Day in the Neighborhood,Tom Hanks,False
2020,Film | Supporting Actor in 2020,The Two Popes,Anthony Hopkins,False
2020,Film | Supporting Actor in 2020,The Irishman,Al Pacino,False
2020,Film | Supporting Actor in 2020,The Irishman,Joe Pesci,False
2020,Film | Supporting Actress in 2020,Laura Dern,Marriage Story,True
2020,Film | Supporting Actress in 2020,Scarlett Johansson,Jojo Rabbit,False
2020,Film | Supporting Actress in 2020,Florence Pugh,Little Women,False
2020,Film | Supporting Actress in 2020,Margot Robbie,Bombshell,False
2020,Film | Supporting Actress in 2020,Margot Robbie,Once Upon a Time.. in Hollywood,False
