id,year,category,nominee,staff,company,producer,win
331,2019, Writing For A Comedy Series,PEN15,"Maya Erskine, Written by Anna Konkle, Written by Stacy Osei-Kuffour, Written by",Hulu,"Awesomeness TV, Odenkirk Provissiero, Lonely Island Classics",False
332,2019, Writing For A Comedy Series,Russian Doll,"Leslye Headland, Teleplay by & Story by Natasha Lyonne, Story by Amy Poehler, Story by",Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",False
333,2019, Writing For A Comedy Series,Russian Doll,"Allison Silverman, Written by",Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",False
334,2019, Writing For A Comedy Series,Veep,"David Mandel, Written by",HBO,HBO Entertainment,False
335,2019, Writing For A Drama Series,Better Call Saul,"Peter Gould, Written by Thomas Schnauz, Written by",AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",False
336,2019, Writing For A Drama Series,Bodyguard,"Jed Mercurio, Written by",Netflix,World Productions,False
337,2019, Writing For A Drama Series,Game Of Thrones,"David Benioff, Written by D.B. Weiss, Written by",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
338,2019, Writing For A Drama Series,The Handmaid's Tale,"Bruce Miller, Teleplay by Kira Snyder, Teleplay by",Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",False
339,2019, Writing For A Drama Series,Killing Eve,"Emerald Fennell, Written by",BBC America,Sid Gentle Films Ltd.,False
340,2019," Writing For A Limited Series, Movie Or Dramatic Special",Escape At Dannemora,"Brett Johnson, Written by Michael Tolkin, Written by Jerry Stahl, Written by",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
341,2019," Writing For A Limited Series, Movie Or Dramatic Special",Escape At Dannemora,"Brett Johnson, Written by Michael Tolkin, Written by",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
342,2019," Writing For A Limited Series, Movie Or Dramatic Special",Fosse/Verdon,"Steven Levenson, Teleplay by & Story by Joel Fields, Story by",FX Networks,Fox 21 Television Studios and FX Productions,False
343,2019," Writing For A Limited Series, Movie Or Dramatic Special",A Very English Scandal,"Russell T Davies, Written by",Prime Video,Blueprint and Amazon Studios,False
344,2019," Writing For A Limited Series, Movie Or Dramatic Special",When They See Us,"Ava DuVernay, Teleplay by & Story by Michael Starrbury, Teleplay by",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
345,2019, Writing For A Variety Series,Documentary Now!,"John Mulaney, Written by Seth Meyers, Written by",IFC,Broadway Video,False
346,2019, Writing For A Variety Series,Full Frontal With Samantha Bee,"Melinda Taub, Head Writer Samantha Bee, Written by Miles Kahn, Written by Kristen Bartlett, Written by Mike Drucker, Written by Pat Cassels, Written by Eric Drysdale, Written by Mathan Erhardt, Written by Nicole Silverberg, Written by Ashley Nicole Black, Writing Supervised by Joe Grossman, Writing Supervised by Allison Silverman, Special Material by",TBS,Jax Media with Randy And Pam's Quality Entertainment,False
347,2019, Writing For A Variety Series,Late Night With Seth Meyers,"Jermaine Affonso, Written by Alex Baze, Written by Karen Chee, Written by Bryan Donaldson, Written by Sal Gentile, Written by Matt Goldich, Written by Dina Gusovsky, Written by Jennifer Hagel, Written by Allison Hord, Written by Michael Karnell, Written by John Lutz, Written by Seth Meyers, Written by Ian Morgan, Written by Seth Reiss, Written by Amber Ruffin, Written by Mike Scollins, Written by Mike Shoemaker, Written by Ben Warheit, Written by",NBC,Universal Television and Broadway Video,False
348,2019, Writing For A Variety Series,The Late Show With Stephen Colbert,"Opus Moreschi, Head Writer Jay Katsir, Head Writer Aaron Cohen, Written by Stephen Colbert, Written by Tom Purcell, Written by Barry Julien, Written by Paul Dinello, Written by Matt Lappin, Written by Michael Brumm, Written by Emmy Blotnick, Written by Cullen Crawford, Written by Ariel Dumas, Written by Glenn Eichler, Written by Django Gold, Written by Gabe Gronli, Written by Greg Iwinski, Written by Daniel Kibblesmith, Written by Kate Sidley, Written by Jen Spyra, Written by Brian Stack, Written by John Thibodeaux, Written by Michael Pielocik, Written by Asher Perlman, Written by Eliana Kwartler, Written by",CBS,CBS Television Studios,False
349,2019, Writing For A Variety Special,Adam Sandler: 100% Fresh,"Adam Sandler, Written by",Netflix,Irwin Entertainment l Happy Madison Productions,False
350,2019, Writing For A Variety Special,Amy Schumer Growing,"Amy Schumer, Written by",Netflix,"It’s So Easy Productions, Inc.",False
351,2019, Writing For A Variety Special,Carpool Karaoke: When Corden Met McCartney Live From Liverpool,"Matt Roberts, Head Writer James Corden, Written by Rob Crabbe, Written by Lawrence Dai, Written by Dicky Eagan, Written by Nate Fernald, Written by Lauren Greenberg, Written by John Kennedy, Written by Ian Karmel, Written by James Longman, Written by Jared Moskowitz, Written by Sean O'Connor, Written by Tim Siedell, Written by Benjamin Stout, Written by Louis Waymouth, Written by Ben Winston, Written by",CBS,CBS Television Studios / Fulwell 73,False
352,2019, Writing For A Variety Special,Homecoming: A Film By Beyoncé,"Beyoncé Knowles-Carter, Written by",Netflix,Parkwood Entertainment,False
353,2019, Writing For A Variety Special,Wanda Sykes: Not Normal,"Wanda Sykes, Written by",Netflix,Push It Productions,False
354,2019, Writing For A Nonfiction Program,The Case Against Adnan Syed,"Amy J. Berg, Written by",HBO,"HBO Documentary Films in association with Instinct, Working Title Television, Disarming Films and Sky",False
355,2019, Writing For A Nonfiction Program,Fyre Fraud,"Julia Willoughby Nason, Written by Jenner Furst, Written by",Hulu,Hulu in association with Cinemart,False
356,2019, Writing For A Nonfiction Program,Hostile Planet,"Bruce Kennedy, Written by",National Geographic,Plimsoll Productions,False
357,2019, Writing For A Nonfiction Program,Our Planet,"Huw Cordey, Written by Keith Scholey, Written by Alastair Fothergill, Written by Sir David Attenborough, Written by",Netflix,Silverback Films,False
358,2019, Writing For A Nonfiction Program,Wu-Tang Clan: Of Mics And Men,"Paul Greenhouse, Written by Sacha Jenkins, Written by Peter J. Scalettar, Written by",Showtime,A Mass Appeal Production in association with Endeavor Content,False
363,2019, Supporting Actor In A Comedy Series,The Kominsky Method,"Alan Arkin, as Norman Newlander",Netflix,Warner Bros. Television,False
364,2019, Supporting Actor In A Comedy Series,Barry,"Anthony Carrigan, as NOHO Hank",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
365,2019, Supporting Actor In A Comedy Series,Veep,"Tony Hale, as Gary Walsh",HBO,HBO Entertainment,False
366,2019, Supporting Actor In A Comedy Series,Barry,"Stephen Root, as Monroe Fuches",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
367,2019, Supporting Actor In A Comedy Series,Barry,"Henry Winkler, as Gene Cousineau",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
368,2019, Lead Actor In A Limited Series Or Movie,True Detective,"Mahershala Ali, as Wayne Hays",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
369,2019, Lead Actor In A Limited Series Or Movie,Escape At Dannemora,"Benicio del Toro, as Richard Matt",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
370,2019, Lead Actor In A Limited Series Or Movie,A Very English Scandal,"Hugh Grant, as Jeremy Thorpe",Prime Video,Blueprint and Amazon Studios,False
371,2019, Lead Actor In A Limited Series Or Movie,Fosse/Verdon,"Sam Rockwell, as Bob Fosse",FX Networks,Fox 21 Television Studios and FX Productions,False
394,2019, Directing For A Variety Special,Live In Front Of A Studio Audience: Norman Lear’s ‘All In The Family’ And ‘The Jeffersons',"James Burrows, Directed by Andy Fisher, Directed by",ABC,"Smoking Baby Productions, ACT III Productions, Gary Sanchez Productions, D'Arconville and Sony Pictures Television",False
396,2019, Cinematography For A Limited Series Or Movie,When They See Us,"Bradford Young, ASC, Director of Photography",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
400,2019, Documentary Or Nonfiction Special,The Inventor: Out For Blood In Silicon Valley,"Alex Gibney, Produced by Erin Edeiken, Produced by Jessie Deeter, Produced by Nancy Abraham, Executive Producer Sara Bernstein, Executive Producer Graydon Carter, Executive Producer Stacey Offman, Co-Executive Producer",HBO,HBO Documentary Films and Jigsaw Productions,False
406,2019, Original Interactive Program,First Man VR,"Austin Barker, Executive Producer Lindsey Townley, Executive Producer Jake Sally, Executive Producer Jake Black, Director Create Advertising, ",Windows Mixed Reality,"Universal Pictures, Create Advertising and RYOT",False
410,2019, Narrator,The Flood,"Angela Bassett, as Narrator",National Geographic,Icon Films in association with Natural History Film Unit Botswana,False
411,2019, Narrator,Savage Kingdom,"Charles Dance, as Narrator",National Geographic,Icon Films in association with Natural History Film Unit Botswana,False
427,2019, Writing For A Variety Series,Saturday Night Live,"Michael Che, Head Writer Colin Jost, Head Writer Kent Sublette, Head Writer Bryan Tucker, Senior Writer James Anderson, Written by Steven Castillo, Written by Andrew Dismukes, Written by Anna Drezen, Written by Alison Gates, Written by Steve Higgins, Written by Sam Jay, Written by Erik Kenward, Written by Michael Koman, Written by Alan Linic, Written by Eli Coyote Mandel, Written by Lorne Michaels, Written by John Mulaney, Written by Josh Patten, Written by Simon Rich, Written by Gary Richardson, Written by Marika Sawyer, Written by Pete Schultz, Written by Will Stephen, Written by Julio Torres, Written by Bowen Yang, Written by Megan Callahan, Weekend Update Written by Dennis McNicholas, Weekend Update Written by Katie Rich, Weekend Update Written by Fran Gillespie, Writing Supervised by Sudi Green, Writing Supervised by Streeter Seidell, Writing Supervised by",NBC,SNL Studios in association with Universal Television and Broadway Video,False
428,2019, Directing For A Documentary/Nonfiction Program,Three Identical Strangers,"Tim Wardle, Directed by",CNN,"CNN Films, RAW in association with Channel 4",False
429,2019, Cinematography For A Limited Series Or Movie,True Detective,"Germain McMicking, ACS, Director of Photography",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
435,2019, Original Interactive Program,HQ Trivia x Warner Bros.: A Live And Interactive Animation First,"Brandon Teitel, Senior Vice President Dylan Abruscato, Director of Partnerships Scott Rogowsky, Host Nick Gallo, Head of Content Development Ellen Burke, Production Manager",HQ Trivia App,"HQ Trivia, Warner Bros. Pictures, Animal Logic",False
436,2019, Special Visual Effects In A Supporting Role,Tom Clancy's Jack Ryan,"Erik Henry, Senior Visual Effects Supervisor Matt Robken, Senior Visual Effects Producer Jamie Klein, Senior Visual Effects Coordinator Pau Costa Moeller, Special Effects Supervisor Bobo Skipper, Visual Effects Supervisor Deak Ferrand, Matte Painter Crawford Reilly, 2D Lead Francois Lambert, 2D Lead Joseph Kasparian, CG Lead",Prime Video,Paramount and Amazon Studios,False
442,2019, Special Visual Effects,The Umbrella Academy,"Everett Burrell, Senior Visual Effects Supervisor Christopher White, Visual Effects Supervisor Jeff Campbell, Visual Effects Supervisor Sebastien Bergeron, Visual Effects Supervisor Sean Schur, Visual Effects Supervisor Steve Dellerson, Visual Effects Producer Libby Hazell, Visual Effects Producer Carrie Richardson, Visual Effects Producer Misato Shinohara, Visual Effects Production Manager",Netflix,UCP,False
443,2019, Documentary Or Nonfiction Special,FYRE: The Greatest Party That Never Happened,"Danny Gabai, Producer Chris Smith, Producer Mick Purzycki, Producer Gabrielle Bluestone, Executive Producer",Netflix,"Jerry Media, Library Films, Matte Projects and Vice Studios",False
444,2019, Animated Program,Big Mouth,"Nick Kroll, Executive Producer Andrew Goldberg, Executive Producer Mark J. Levin, Executive Producer Jennifer Flackett, Executive Producer Joe Wengert, Supervising Producer Ben Kalina, Supervising Producer Chris Prynoski, Supervising Producer Shannon Prynoski, Supervising Producer Anthony Lioi, Supervising Producer Gil Ozeri, Producer Kelly Galuska, Producer Nate Funaro, Produced by Emily Altman, Written by Bryan Francis, Directed by Mike L. Mayfield, Co-Supervising Director Jerilyn Blair, Animation Timer Bill Buchanan, Animation Timer Sean Dempsey, Animation Timer Jamie Huang, Animation Timer",Netflix,A Netflix Original Production,False
445,2019, Animated Program,Bob's Burgers,"Loren Bouchard, Executive Producer Jim Dauterive, Executive Producer Dan Fybel, Executive Producer Rich Rinaldi, Executive Producer Jon Schroeder, Executive Producer Nora Smith, Executive Producer Greg Thompson, Executive Producer Steven Davis, Co-Executive Producer Scott Jacobson, Co-Executive Producer Holly Schlesinger, Co-Executive Producer Kelvin Yu, Co-Executive Producer Lizzie Molyneux, Co-Executive Producer/Writer Wendy Molyneux, Co-Executive Producer/Writer Janelle Momary-Neely, Supervising Producer Joel Kuwahara, Animation Executive Producer Scott Greenberg, Animation Executive Producer Mike Penketh, Animation Producer Ian Hamilton, Director Bernard Derriman, Supervising Director Tony Gennaro, Supervising Director Doug Gallery, Timing Supervisor",FOX,20th Century Fox Television,False
446,2019, Animated Program,BoJack Horseman,"Raphael Bob-Waksberg, Executive Producer/Written by Noel Bright, Executive Producer Steven A. Cohen, Executive Producer Will Arnett, Executive Producer Aaron Paul, Executive Producer Peter A. Knight, Co-Executive Producer Elijah Aron, Co-Executive Producer Kate Purdy, Co-Executive Producer Lisa Hanawalt, Supervising Producer Joanna Calo, Supervising Producer Kelly Galuska, Producer Nick Adams, Producer Alex Bulkley, Producer Corey Campodonico, Producer Richard Choi, Producer Mike Hollingsworth, Producer/Supervising Director Amy Winfrey, Directed by Peter Merryman, Assistant Director Anne Walker Farrell, Animation Director Adam Parton, Animation Director",Netflix,"Tornante Productions, LLC",False
