year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1995,Film | Actress in a Leading Role in 1995,Uma Thurman,Pulp Fiction,False
1995,Film | Actress in a Supporting Role in 1995,Kristin Scott Thomas,Four Weddings And A Funeral,True
1995,Film | Actress in a Supporting Role in 1995,Charlotte Coleman,Four Weddings And A Funeral,False
1995,Film | Actress in a Supporting Role in 1995,Sally Field,Forrest Gump,False
1995,Film | Actress in a Supporting Role in 1995,Anjelica Huston,Manhattan Murder Mystery,False
1995,Film | Adapted Screenplay in 1995,Quiz Show,Paul Attanasio,True
1995,Film | Adapted Screenplay in 1995,The Browning Version,Ronald Harwood,False
1995,Film | Adapted Screenplay in 1995,Forrest Gump,Eric Roth,False
1995,Film | Adapted Screenplay in 1995,The Joy Luck Club,"Amy Tan, Ronald Bass",False
1995,Film | Editing in 1995,John Wright,Speed,True
1995,Film | Editing in 1995,Arthur Schmidt,Forrest Gump,False
1995,Film | Editing in 1995,Jon Gregory,Four Weddings And A Funeral,False
1995,Film | Editing in 1995,Sally Menke,Pulp Fiction,False
1995,Film | Film Not in the English Language in 1995,"Chiu Fu Sheng, Zhang Yimou",To Live (Huozhe),True
1995,Film | Film Not in the English Language in 1995,Fernando Trueba,The Age Of Beauty (Belle Epoque),False
1995,Film | Film Not in the English Language in 1995,"Marin Karmitz, Krzysztof Kieslowski",Three Colours Red (Trois Couleurs: Rouge),False
1995,Film | Film Not in the English Language in 1995,"Li-Kong Hsu, Ang Lee","Eat Drink, Man Woman (Yin Shi Nan Nu)",False
1995,Film | Original Screenplay in 1995,"Quentin Tarantino, Roger Avary",Pulp Fiction,True
1995,Film | Original Screenplay in 1995,Stephan Elliott,"The Adventures Of Priscilla, Queen Of The Desert",False
1995,Film | Original Screenplay in 1995,Richard Curtis,Four Weddings And A Funeral,False
1995,Film | Original Screenplay in 1995,Ron Nyswaner,Philadelphia,False
1995,Film | Original Screenplay in 1995,"Krzysztof Kieslowski, Krzysztof Piesiewicz",Three Colours Red (Trois Couleurs: Rouge),False
1995,Film | Production Design in 1995,Dante Ferretti,Interview With The Vampire,True
1995,Film | Production Design in 1995,"Owen Paterson, Colin Gibson","The Adventures Of Priscilla, Queen Of The Desert",False
1995,Film | Production Design in 1995,Tim Harvey,Mary Shelley's Frankenstein,False
1995,Film | Production Design in 1995,Craig Stearns,The Mask,False
1996,Film | Actor in a Leading Role in 1996,Nigel Hawthorne,The Madness Of King George,True
1996,Film | Actor in a Leading Role in 1996,Nicolas Cage,Leaving Las Vegas,False
1996,Film | Actor in a Leading Role in 1996,Jonathan Pryce,Carrington,False
1996,Film | Actor in a Leading Role in 1996,Massimo Troisi,The Postman (Il Postino),False
1996,Film | Actor in a Supporting Role in 1996,Tim Roth,Rob Roy,True
1996,Film | Actor in a Supporting Role in 1996,Ian Holm,The Madness Of King George,False
1996,Film | Actor in a Supporting Role in 1996,Martin Landau,Ed Wood,False
1996,Film | Actor in a Supporting Role in 1996,Alan Rickman,Sense And Sensibility,False
1996,Film | Actress in a Leading Role in 1996,Emma Thompson,Sense And Sensibility,True
1996,Film | Actress in a Leading Role in 1996,Nicole Kidman,To Die For,False
1996,Film | Actress in a Leading Role in 1996,Helen Mirren,The Madness Of King George,False
1996,Film | Actress in a Leading Role in 1996,Elisabeth Shue,Leaving Las Vegas,False
1996,Film | Actress in a Supporting Role in 1996,Kate Winslet,Sense And Sensibility,True
1996,Film | Actress in a Supporting Role in 1996,Joan Allen,Nixon,False
1996,Film | Actress in a Supporting Role in 1996,Mira Sorvino,Mighty Aphrodite,False
1996,Film | Actress in a Supporting Role in 1996,Elizabeth Spriggs,Sense And Sensibility,False
1996,Film | Adapted Screenplay in 1996,Trainspotting,John Hodge,True
1996,Film | Adapted Screenplay in 1996,Babe,"George Miller, Chris Noonan",False
1996,Film | Adapted Screenplay in 1996,Leaving Las Vegas,Mike Figgis,False
1996,Film | Adapted Screenplay in 1996,The Madness Of King George,Alan Bennett,False
1996,Film | Adapted Screenplay in 1996,The Postman (Il Postino),"Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi",False
1996,Film | Adapted Screenplay in 1996,Sense And Sensibility,Emma Thompson,False
1996,Film | Editing in 1996,John Ottman,The Usual Suspects,True
1996,Film | Editing in 1996,"Mike Hill, Dan Hanley",Apollo 13,False
1996,Film | Editing in 1996,"Marcus D'Arcy, Jay Friedkin",Babe,False
1996,Film | Editing in 1996,Tariq Anwar,The Madness Of King George,False
1996,Film | Film Not in the English Language in 1996,"Mario Cecchi Gori, Vittorio Cecchi Gori, Gaetano Daniele, Michael Radford",The Postman (Il Postino),True
1996,Film | Film Not in the English Language in 1996,Claude Lelouch,Les Miserables,False
1996,Film | Film Not in the English Language in 1996,"Pierre Grunstein, Patrice Chereau",Queen Margot (La Reine Margot),False
1996,Film | Film Not in the English Language in 1996,"Nikita Mikhalkov, Michel Seydoux",Burnt By The Sun (Utomlyonnye Solntsem),False
1996,Film | Original Screenplay in 1996,Christopher McQuarrie,The Usual Suspects,True
1996,Film | Original Screenplay in 1996,"Woody Allen, Douglas McGrath",Bullets Over Broadway,False
1996,Film | Original Screenplay in 1996,PJ Hogan,Muriel's Wedding,False
1996,Film | Original Screenplay in 1996,Andrew Kevin Walker,Seven,False
1996,Film | Production Design in 1996,Michael Corenblith,Apollo 13,True
1996,Film | Production Design in 1996,Tom Sanders,Braveheart,False
1996,Film | Production Design in 1996,Ken Adam,The Madness Of King George,False
1996,Film | Production Design in 1996,Luciana Arrighi,Sense And Sensibility,False
2001,Film | Actor in a Leading Role in 2001,Jamie Bell,Billy Elliot,True
2001,Film | Actor in a Leading Role in 2001,Russell Crowe,Gladiator,False
2001,Film | Actor in a Leading Role in 2001,Michael Douglas,Wonder Boys,False
2001,Film | Actor in a Leading Role in 2001,Tom Hanks,Cast Away,False
2001,Film | Actor in a Leading Role in 2001,Geoffrey Rush,Quills,False
2001,Film | Actor in a Supporting Role in 2001,Benicio Del Toro,Traffic,True
2001,Film | Actor in a Supporting Role in 2001,Albert Finney,Erin Brockovich,False
2001,Film | Actor in a Supporting Role in 2001,Gary Lewis,Billy Elliot,False
2001,Film | Actor in a Supporting Role in 2001,Joaquin Phoenix,Gladiator,False
2001,Film | Actor in a Supporting Role in 2001,Oliver Reed,Gladiator,False
2001,Film | Actress in a Leading Role in 2001,Julia Roberts,Erin Brockovich,True
2001,Film | Actress in a Leading Role in 2001,Juliette Binoche,Chocolat,False
2001,Film | Actress in a Leading Role in 2001,Kate Hudson,Almost Famous,False
2001,Film | Actress in a Leading Role in 2001,Hilary Swank,Boys Don't Cry,False
2001,Film | Actress in a Leading Role in 2001,Michelle Yeoh,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Actress in a Supporting Role in 2001,Julie Walters,Billy Elliot,True
2001,Film | Actress in a Supporting Role in 2001,Judi Dench,Chocolat,False
2001,Film | Actress in a Supporting Role in 2001,Frances McDormand,Almost Famous,False
2001,Film | Actress in a Supporting Role in 2001,Lena Olin,Chocolat,False
2001,Film | Actress in a Supporting Role in 2001,Zhang Ziyi,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Adapted Screenplay in 2001,Traffic,Stephen Gaghan,True
2001,Film | Adapted Screenplay in 2001,Chocolat,Robert Nelson Jacobs,False
2001,Film | Adapted Screenplay in 2001,High Fidelity,"DV De Vincentis, Steve Pink, John Cusack, Scott Rosenberg",False
2001,Film | Adapted Screenplay in 2001,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)","James Schamus, Wang Hui-Ling, Tsai Kuo-Jung",False
2001,Film | Adapted Screenplay in 2001,Wonder Boys,Steve Kloves,False
2001,Film | Editing in 2001,Pietro Scalia,Gladiator,True
2001,Film | Editing in 2001,John Wilson,Billy Elliot,False
2001,Film | Editing in 2001,Anne V Coates,Erin Brockovich,False
2001,Film | Editing in 2001,Stephen Mirrione,Traffic,False
2001,Film | Editing in 2001,Tim Squyres,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2001,Film | Film Not in the English Language in 2001,"Bill Kong, Hsu Li Kong, Ang Lee","Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",True
2001,Film | Film Not in the English Language in 2001,Wong Kar-Wai,In The Mood For Love (Fa Yeung Nin Wa),False
2001,Film | Film Not in the English Language in 2001,"Christian Fechner, Patrice Leconte",The Girl On The Bridge (La Fille Sur Le Pont),False
2001,Film | Film Not in the English Language in 2001,"Michel Saint-Jean, Dominik Moll","Harry, He's Here To Help (Harry, Un Ami Qui Vous Veut Du Bien)",False
2001,Film | Film Not in the English Language in 2001,"Harvey Weinstein, Carlo Bernasconi, Giuseppe Tornatore",Malena,False
2001,Film | Original Screenplay in 2001,Cameron Crowe,Almost Famous,True
2001,Film | Original Screenplay in 2001,Lee Hall,Billy Elliot,False
2001,Film | Original Screenplay in 2001,Susannah Grant,Erin Brockovich,False
2001,Film | Original Screenplay in 2001,"David Franzoni, John Logan, William Nicholson",Gladiator,False
2001,Film | Original Screenplay in 2001,"Ethan Coen, Joel Coen",O Brother Where Art Thou?,False
2001,Film | Production Design in 2001,Arthur Max,Gladiator,True
2001,Film | Production Design in 2001,David Gropman,Chocolat,False
2001,Film | Production Design in 2001,Dennis Gassner,O Brother Where Art Thou?,False
2001,Film | Production Design in 2001,Martin Childs,Quills,False
2001,Film | Production Design in 2001,Tim Yip,"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",False
2016,Film | Adapted Screenplay in 2016,The Big Short,"Adam McKay, Charles Randolph",True
2016,Film | Adapted Screenplay in 2016,Brooklyn,Nick Hornby,False
2016,Film | Adapted Screenplay in 2016,Carol,Phyllis Nagy,False
2016,Film | Adapted Screenplay in 2016,Room,Emma Donoghue,False
2016,Film | Adapted Screenplay in 2016,Steve Jobs,Aaron Sorkin,False
2016,Film | British Short Animation in 2016,"Nina Gantz, Emilie Jouffroy",Edmond,True
2016,Film | British Short Animation in 2016,"Simon Cartwright, Kamilla Kristiane Hodol",Manoman,False
2016,Film | British Short Animation in 2016,"Imogen Sutton, Richard Williams",Prologue,False
2016,Film | British Short Film in 2016,"Caroline Bartleet, Rebecca Morgan",Operator,True
2016,Film | British Short Film in 2016,"Nick Helm, Alex Moody, Esther Smith",Elephant,False
2016,Film | British Short Film in 2016,"Jack Cocker, Callum Rice",Mining Poems Or Odes,False
2016,Film | British Short Film in 2016,"Jörn Threlfall, Jeremy Bannister",Over,False
2016,Film | British Short Film in 2016,"Cheyenne Conway, Billy Lumby",Samuel-613,False
2016,Film | Director in 2016,Alejandro G. Iñárritu,The Revenant,True
2016,Film | Director in 2016,Adam McKay,The Big Short,False
2016,Film | Director in 2016,Steven Spielberg,Bridge of Spies,False
2016,Film | Director in 2016,Todd Haynes,Carol,False
2016,Film | Director in 2016,Ridley Scott,The Martian,False
2016,Film | Documentary in 2016,"James Gay-Rees, Asif Kapadia",Amy,True
2016,Film | Documentary in 2016,"Matthew Heineman, Tom Yellin",Cartel Land,False
2016,Film | Documentary in 2016,"Davis Guggenheim, Laurie MacDonald, Walter Parkes",He Named Me Malala,False
2016,Film | Documentary in 2016,"John Battsek, George Chignell, RJ Cutler, Stevan Riley",Listen To Me Marlon,False
2016,Film | Documentary in 2016,"Bridget Ikin, Jennifer Peedom, John Smithson",Sherpa,False
2016,Film | Editing in 2016,Margaret Sixel,Mad Max: Fury Road,True
2016,Film | Editing in 2016,Hank Corwin,The Big Short,False
2016,Film | Editing in 2016,Michael Kahn,Bridge Of Spies,False
2016,Film | Editing in 2016,Pietro Scalia,The Martian,False
2016,Film | Editing in 2016,Stephen Mirrione,The Revenant,False
2016,Film | Film Not in the English Language in 2016,Damián Szifron,Wild Tales,True
2016,Film | Film Not in the English Language in 2016,Hou Hsiao-Hsien,The Assassin,False
2016,Film | Film Not in the English Language in 2016,Ruben Östlund,Force Majeure,False
2016,Film | Film Not in the English Language in 2016,Naji Abu Nowar,Theeb,False
2016,Film | Film Not in the English Language in 2016,Abderrahmane Sissako,Timbuktu,False
2016,Film | Leading Actor in 2016,Leonardo DiCaprio,The Revenant,True
2016,Film | Leading Actor in 2016,Bryan Cranston,Trumbo,False
2016,Film | Leading Actor in 2016,Eddie Redmayne,The Danish Girl,False
2016,Film | Leading Actor in 2016,Matt Damon,The Martian,False
2016,Film | Leading Actor in 2016,Michael Fassbender,Steve Jobs,False
2016,Film | Leading Actress in 2016,Brie Larson,Room,True
2016,Film | Leading Actress in 2016,Alicia Vikander,The Danish Girl,False
2016,Film | Leading Actress in 2016,Cate Blanchett,Carol,False
2016,Film | Leading Actress in 2016,Maggie Smith,The Lady in the Van,False
2016,Film | Leading Actress in 2016,Saoirse Ronan,Brooklyn,False
2016,Film | Original Screenplay in 2016,"Tom McCarthy, Josh Singer",Spotlight,True
2016,Film | Original Screenplay in 2016,"Matthew Charman, Ethan Coen, Joel Coen",Bridge Of Spies,False
2016,Film | Original Screenplay in 2016,Alex Garland,Ex Machina,False
2016,Film | Original Screenplay in 2016,Quentin Tarantino,The Hateful Eight,False
2016,Film | Original Screenplay in 2016,"Josh Cooley, Pete Docter, Meg LeFauve",Inside Out,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016","Naji Abu Nowar, Rupert Lloyd",Theeb,True
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Alex Garland,Ex Machina,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Debbie Tucker Green,Second Coming,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016","Sean McAllister, Elhum Shakerifar",A Syrian Love Story,False
2016,"Film | Outstanding Debut By A British Writer, Director or Producer in 2016",Stephen Fingleton,The Survivalist,False
2016,Film | Production Design in 2016,"Colin Gibson, Lisa Thompson",Mad Max: Fury Road,True
2016,Film | Production Design in 2016,"Rena DeAngelo, Adam Stockhausen, Bernhard Henrich",Bridge Of Spies,False
2016,Film | Production Design in 2016,"Judy Becker, Heather Loeffler",Carol,False
2016,Film | Production Design in 2016,"Arthur Max, Celia Bobak",The Martian,False
2016,Film | Production Design in 2016,"Rick Carter, Darren Gilford, Lee Sandales",Star Wars: The Force Awakens,False
2016,Film | Supporting Actor in 2016,Bridge Of Spies,Mark Rylance,True
2016,Film | Supporting Actor in 2016,Sicario,Benicio Del Toro,False
2016,Film | Supporting Actor in 2016,The Big Short,Christian Bale,False
2016,Film | Supporting Actor in 2016,Beasts Of No Nation,Idris Elba,False
2016,Film | Supporting Actor in 2016,Spotlight,Mark Ruffalo,False
2016,Film | Supporting Actress in 2016,Steve Jobs,Kate Winslet,True
2016,Film | Supporting Actress in 2016,Ex Machina,Alicia Vikander,False
2016,Film | Supporting Actress in 2016,The Hateful Eight,Jennifer Jason Leigh,False
2016,Film | Supporting Actress in 2016,Brooklyn,Julie Walters,False
2016,Film | Supporting Actress in 2016,Carol,Rooney Mara,False
2017,Film | Adapted Screenplay in 2017,Lion,Luke Davies,True
2017,Film | Adapted Screenplay in 2017,Dick Van Dyke,,False
2017,Film | Adapted Screenplay in 2017,Hacksaw Ridge,"Robert Schenkkan, Andrew Knight",False
2017,Film | Adapted Screenplay in 2017,Hidden Figures,"Theodore Melfi, Allison Schroeder",False
2017,Film | Adapted Screenplay in 2017,Nocturnal Animals,Tom Ford,False
2017,Film | British Short Animation in 2017,"Khaled Gad, Anushka Kashani Naanayakkara, Elena Ruscombe-King",A Love Story,True
2017,Film | British Short Animation in 2017,"Jac Clinch, Jonathan Harbottle, Millie Marsh",The Alan Dimension,False
2017,Film | British Short Animation in 2017,Jennifer Zheng,Tough,False
2017,Film | British Short Film in 2017,"Shpat Deda, Afolabi Kuti, Daniel Mulloy, Scott ODonnell",Home,True
2017,Film | British Short Film in 2017,Richard John Seymour,Consumed,False
2017,Film | British Short Film in 2017,"Bart Gavigan, Samir Mehanovic, Allie Smith, Michael Wilson",Mouth of Hell,False
2017,Film | British Short Film in 2017,"Farah Abushwesha, Emmet Fleming, Andrea Harkin, Conor MacNeill",The Party,False
2017,Film | British Short Film in 2017,"Charlotte Regan, Jack Hannon",Standby,False
2017,Film | Director in 2017,Damien Chazelle,La La Land,True
2017,Film | Director in 2017,Denis Villeneuve,Arrival,False
2017,Film | Director in 2017,Ken Loach,I Daniel Blake,False
2017,Film | Director in 2017,Kenneth Lonergan,Manchester by the Sea,False
2017,Film | Director in 2017,Tom Ford,Nocturnal Animals,False
2017,Film | Documentary in 2017,"Ava Duvernay, Spencer Averick, Howard Barish",13th,True
2017,Film | Documentary in 2017,"Ron Howard, Brian Grazer, Scott Pascucci, Nigel Sinclair",The Beatles: Eight Days A Week - The Touring Years,False
2017,Film | Documentary in 2017,"Otto Bell, Stacey Reiss",The Eagle Huntress,False
2017,Film | Documentary in 2017,"Peter Middleton, James Spinney",Notes on Blindness,False
2017,Film | Documentary in 2017,"Josh Kriegman, Elyse Steinberg",Weiner,False
2017,Film | Editing in 2017,John Gilbert,Hacksaw Ridge,True
2017,Film | Editing in 2017,Joe Walker,Arrival,False
2017,Film | Editing in 2017,Tom Cross,La La Land,False
2017,Film | Editing in 2017,Joan Sobel,Nocturnal Animals,False
2017,Film | Editing in 2017,Jennifer Lame,Manchester by the Sea,False
2017,Film | Film Not in the English Language in 2017,"László Nemes, Gábor Sipos",Son of Saul,True
2017,Film | Film Not in the English Language in 2017,"Jacques Audiard, Pascal Caucheteux",Dheepan,False
2017,Film | Film Not in the English Language in 2017,"Pedro Almodóvar, Agustín Almodóvar",Julieta,False
2017,Film | Film Not in the English Language in 2017,"Deniz Gamze Ergüven, Charles Gillibert",Mustang,False
2017,Film | Film Not in the English Language in 2017,"Maren Ade, Janine Jackowski",Toni Erdmann,False
2017,Film | Leading Actor in 2017,Casey Affleck,Manchester by the Sea,True
2017,Film | Leading Actor in 2017,Andrew Garfield,Hacksaw Ridge,False
2017,Film | Leading Actor in 2017,Jake Gyllenhaal,Nocturnal Animals,False
2017,Film | Leading Actor in 2017,Ryan Gosling,La La Land,False
2017,Film | Leading Actor in 2017,Viggo Mortensen,Captain Fantastic,False
2017,Film | Leading Actress in 2017,Emma Stone,La La Land,True
2017,Film | Leading Actress in 2017,Amy Adams,Arrival,False
2017,Film | Leading Actress in 2017,Emily Blunt,The Girl on the Train,False
2017,Film | Leading Actress in 2017,Meryl Streep,Florence Foster Jenkins,False
2017,Film | Leading Actress in 2017,Natalie Portman,Jackie,False
2017,Film | Original Screenplay in 2017,Kenneth Lonergan,Manchester by the Sea,True
2017,Film | Original Screenplay in 2017,Taylor Sheridan,Hell or High Water,False
2017,Film | Original Screenplay in 2017,Paul Laverty,"I, Daniel Blake",False
2017,Film | Original Screenplay in 2017,Damien Chazelle,La La Land,False
2017,Film | Original Screenplay in 2017,Barry Jenkins,Moonlight,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",Under The Shadow,True
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Mike Carey , Camille Gatin",The Girl with All the Gifts,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","George Amponsah, Dionne Walker",The Hard Stop,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","Pete Middleton James Spinney, Jo-Jo Ellison",Notes on Blindness,False
2017,"Film | Outstanding Debut By A British Writer, Director or Producer in 2017","John Donnelly, Ben A. Williams",The Pass,False
2017,Film | Production Design in 2017,"Stuart Craig, Anna Pinnock",Fantastic Beasts and Where to Find Them,True
2017,Film | Production Design in 2017,"John Bush, Charles Wood",Doctor Strange,False
2017,Film | Production Design in 2017,"Jess Gonchor, Nancy Haigh","Hail, Caesar!",False
2017,Film | Production Design in 2017,"Sandy Reynolds-Wasco, David Wasco",La La Land,False
2017,Film | Production Design in 2017,"Shane Valentino, Meg Everist",Nocturnal Animals,False
2017,Film | Supporting Actor in 2017,Lion,Dev Patel,True
2017,Film | Supporting Actor in 2017,Nocturnal Animals,Aaron Taylor-Johnson,False
2017,Film | Supporting Actor in 2017,Hell or High Water,Jeff Bridges,False
2017,Film | Supporting Actor in 2017,Florence Foster Jenkins,Hugh Grant,False
2017,Film | Supporting Actor in 2017,Moonlight,Mahershala Ali,False
2017,Film | Supporting Actress in 2017,Fences,Viola Davis,True
2017,Film | Supporting Actress in 2017,I Daniel Blake,Hayley Squires,False
2017,Film | Supporting Actress in 2017,Manchester by the Sea,Michelle Williams,False
2017,Film | Supporting Actress in 2017,Moonlight,Naomie Harris,False
2017,Film | Supporting Actress in 2017,Lion,Nicole Kidman,False
2018,Film | Adapted Screenplay in 2018,Call Me by Your Name,James Ivory,True
2018,Film | Adapted Screenplay in 2018,The Death of Stalin,"Armando Iannucci, Ian Martin, David Schneider",False
2018,Film | Adapted Screenplay in 2018,Film Stars Don't Die in Liverpool,Matt Greenhalgh,False
2018,Film | Adapted Screenplay in 2018,Molly's Game,Aaron Sorkin,False
2018,Film | Adapted Screenplay in 2018,Paddington 2,"Simon Farnaby, Paul King",False
2018,Film | Best Film in 2018,"Graham Broadbent, Pete Czernin, Martin McDonagh","Three Billboards Outside Ebbing, Missouri",True
2018,Film | Best Film in 2018,"Emilie Georges, Luca Guadagnino, Marco Morabito, Peter Spears",Call Me by Your Name,False
2018,Film | Best Film in 2018,"Tim Bevan, Lisa Bruce, Eric Fellner, Anthony McCarten, Douglas Urbanski",Darkest Hour,False
2018,Film | Best Film in 2018,"Christopher Nolan, Emma Thomas",Dunkirk,False
2018,Film | Best Film in 2018,"Guillermo del Toro, J. Miles Dale",The Shape of Water,False
2018,Film | British Short Animation in 2018,"Paloma Baeza, Ser En Low",Poles Apart,True
2018,Film | British Short Animation in 2018,Will Anderson,Have Heart,False
2018,Film | British Short Animation in 2018,Ben Steer,Mamoon,False
2018,Film | British Short Film in 2018,"Colin O'Toole, Jonas Mortensen",Cowboy Dave,True
2018,Film | British Short Film in 2018,"Vika Evdokimenko, Emma Stone, Oliver Shuster",Aamir,False
2018,Film | British Short Film in 2018,"Mahdi Fleifel, Signe Byrge Sørensen, Patrick Campbell",A Drowning Man,False
2018,Film | British Short Film in 2018,"Aneil Karia, Scott O'Donnell",Work,False
2018,Film | British Short Film in 2018,"Harry Lighton, Sorcha Bacon, John Fitzpatrick",Wren Boys,False
2018,Film | Director in 2018,Guillermo del Toro,The Shape of Water,True
2018,Film | Director in 2018,Denis Villeneuve,Blade Runner 2049,False
2018,Film | Director in 2018,Luca Guadagnino,Call Me by Your Name,False
2018,Film | Director in 2018,Christopher Nolan,Dunkirk,False
2018,Film | Director in 2018,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",False
2018,Film | Documentary in 2018,Raoul Peck,I Am Not Your Negro,True
2018,Film | Documentary in 2018,Matthew Heineman,City of Ghosts,False
2018,Film | Documentary in 2018,"Bryan Fogel, Dan Cogan",Icarus,False
2018,Film | Documentary in 2018,"Bonni Cohen, Jon Shenk",An Inconvenient Sequel,False
2018,Film | Documentary in 2018,"Brett Morgen, Bryan Burk",Jane,False
2018,Film | Editing in 2018,"Jonathan Amos, Paul Machliss",Baby Driver,True
2018,Film | Editing in 2018,Joe Walker,Blade Runner 2049,False
2018,Film | Editing in 2018,Lee Smith,Dunkirk,False
2018,Film | Editing in 2018,Sidney Wolinsky,The Shape of Water,False
2018,Film | Editing in 2018,Jon Gregory,"Three Billboards Outside Ebbing, Missouri",False
2018,Film | Film Not in the English Language in 2018,The Handmaiden,"Park Chan-wook, Syd Lim",True
2018,Film | Film Not in the English Language in 2018,Elle,"Paul Verhoeven, Saïd Ben Saïd",False
2018,Film | Film Not in the English Language in 2018,First They Killed My Father,"Angelina Jolie, Rithy Panh",False
2018,Film | Film Not in the English Language in 2018,Loveless,"Andrey Zvyagintsev, Alexander Rodnyansky",False
2018,Film | Film Not in the English Language in 2018,The Salesman,"Asghar Farhadi, Alexandre Mallet-Guy",False
2018,Film | Leading Actor in 2018,Gary Oldman,Darkest Hour,True
2018,Film | Leading Actor in 2018,Daniel Day-Lewis,Phantom Thread,False
2018,Film | Leading Actor in 2018,Daniel Kaluuya,Get Out,False
2018,Film | Leading Actor in 2018,Jamie Bell,Film Stars Don't Die in Liverpool,False
2018,Film | Leading Actor in 2018,Timothée Chalamet,Call Me by Your Name,False
2018,Film | Leading Actress in 2018,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",True
2018,Film | Leading Actress in 2018,Annette Bening,Film Stars Don't Die in Liverpool,False
2018,Film | Leading Actress in 2018,Margot Robbie,"I, Tonya",False
2018,Film | Leading Actress in 2018,Sally Hawkins,The Shape of Water,False
2018,Film | Leading Actress in 2018,Saoirse Ronan,Lady Bird,False
2018,Film | Original Screenplay in 2018,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",True
2018,Film | Original Screenplay in 2018,Jordan Peele,Get Out,False
2018,Film | Original Screenplay in 2018,Steven Rogers,"I, Tonya",False
2018,Film | Original Screenplay in 2018,Greta Gerwig,Lady Bird,False
2018,Film | Original Screenplay in 2018,"Guillermo del Toro, Vanessa Taylor",The Shape of Water,False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",I Am Not a Witch,"Rungano Nyoni (Writer/Director), Emily Morgan (Producer)",True
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",The Ghoul,"Gareth Tunley (Writer/Director/Producer), Jack Healy Guttmann (Producer), Tom Meeten (Producer)",False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",Jawbone,"Johnny Harris (Writer/Producer), Thomas Napper (Director)",False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",Kingdom of Us,Lucy Cohen (Director),False
2018,"Film | Outstanding Debut by a British Writer, Director or Producer in 2018",Lady Macbeth,"Alice Birch (Writer), William Oldroyd (Director), Fodhla Cronin O'Reilly (Producer)",False
2018,Film | Production Design in 2018,"Paul Austerberry, Jeff Melvin, Shane Vieau",The Shape of Water,True
2018,Film | Production Design in 2018,"Sarah Greenwood, Katie Spencer",Beauty and the Beast,False
2018,Film | Production Design in 2018,"Dennis Gassner, Alessandra Querzola",Blade Runner 2049,False
2018,Film | Production Design in 2018,"Sarah Greenwood, Katie Spencer",Darkest Hour,False
2018,Film | Production Design in 2018,"Nathan Crowley, Gary Fettis",Dunkirk,False
2018,Film | Supporting Actor in 2018,"Three Billboards Outside Ebbing, Missouri",Sam Rockwell,True
2018,Film | Supporting Actor in 2018,All the Money in the World,Christopher Plummer,False
2018,Film | Supporting Actor in 2018,Paddington 2,Hugh Grant,False
2018,Film | Supporting Actor in 2018,The Florida Project,Willem Dafoe,False
2018,Film | Supporting Actor in 2018,"Three Billboards Outside Ebbing, Missouri",Woody Harrelson,False
2018,Film | Supporting Actress in 2018,"I, Tonya",Allison Janney,True
2018,Film | Supporting Actress in 2018,Darkest Hour,Kristin Scott Thomas,False
2018,Film | Supporting Actress in 2018,Lady Bird,Laurie Metcalf,False
2018,Film | Supporting Actress in 2018,Phantom Thread,Lesley Manville,False
2018,Film | Supporting Actress in 2018,The Shape of Water,Octavia Spencer,False
2019,Film | Adapted Screenplay in 2019,BlacKkKlansman,"Spike Lee, David Rabinowitz, Charlie Wachtel, Kevin Willmott",True
2019,Film | Adapted Screenplay in 2019,Can You Ever Forgive Me?,"Nicole Holofcener, Jeff Whitty",False
2019,Film | Adapted Screenplay in 2019,First Man,Josh Singer,False
2019,Film | Adapted Screenplay in 2019,If Beale Street Could Talk,Barry Jenkins,False
2019,Film | Adapted Screenplay in 2019,A Star Is Born,"Bradley Cooper, Will Fetters, Eric Roth",False
2019,Film | Best Film in 2019,"Alfonso Cuaron, Gabriela Rodriguez",Roma,True
