nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination
Meryl Streep,21,0,7,32
Woody Allen,18,0,1,7
Katharine Hepburn,12,0,2,8
William Wyler,12,0,0,5
Jack Nicholson,12,0,1,17
Bette Davis,11,0,0,3
Martin Scorsese,10,0,0,9
Laurence Olivier,10,0,6,5
Spencer Tracy,9,0,0,4
Al Pacino,9,0,1,18
Denzel Washington,9,0,0,9
Paul Newman,9,0,0,11
Steven Spielberg,9,0,2,12
Glenn Close,8,0,2,13
Judi Dench,8,0,5,12
Ingmar Bergman,8,0,0,1
David Lean,8,0,1,4
Peter O'Toole,8,0,3,10
Cate Blanchett,8,0,1,10
Jack Lemmon,8,0,0,22
Robert De Niro,8,0,1,9
Marlon Brando,8,0,1,6
Billy Wilder,8,0,0,5
Geraldine Page,8,0,0,9
John Huston,8,0,0,7
Richard Burton,7,0,3,6
Jeff Bridges,7,0,0,5
Fred Zinnemann,7,0,0,7
Joseph L. Mankiewicz,7,0,0,2
Ingrid Bergman,7,0,0,8
Robert Duvall,7,0,0,7
Jane Fonda,7,0,4,11
Greer Garson,7,0,0,1
Richard Brooks,7,0,0,2
Dustin Hoffman,7,0,1,12
Kate Winslet,7,0,1,11
Vanessa Redgrave,6,0,2,13
Elia Kazan,6,0,0,4
Frances McDormand,6,0,2,6
Deborah Kerr,6,0,4,4
Maggie Smith,6,0,9,11
Frank Capra,6,0,0,1
Robert Benton,6,0,1,1
Clint Eastwood,6,0,0,7
Jessica Lange,6,0,1,15
Leonardo DiCaprio,6,0,2,12
Tom Hanks,6,0,2,10
Anthony Hopkins,6,0,3,7
Michael Caine,6,0,3,12
Sissy Spacek,6,0,2,7
Amy Adams,6,0,1,9
Thelma Ritter,6,0,0,3
Ellen Burstyn,6,0,1,7
Norma Shearer,6,0,0,0
Paul Muni,6,0,0,0
Stanley Kubrick,6,0,1,4
Jodie Foster,5,0,2,7
Oliver Stone,5,0,0,4
Gene Hackman,5,0,1,8
Gregory Peck,5,0,0,6
Nicole Kidman,5,0,1,14
Sean Penn,5,0,0,5
Elizabeth Taylor,5,0,2,4
George Cukor,5,0,0,3
Susan Hayward,5,0,0,2
Kenneth Branagh,5,0,1,4
Gary Cooper,5,0,0,2
Warren Beatty,5,0,0,8
Albert Finney,5,0,3,8
Anne Bancroft,5,0,5,8
Michelle Williams,5,0,0,6
Paul Thomas Anderson,5,0,0,0
James Stewart,5,0,0,3
Alfred Hitchcock,5,0,0,1
Robert Altman,5,0,0,4
George Clooney,5,0,0,10
Olivia de Havilland,5,0,0,3
Michael Curtiz,5,0,0,0
Susan Sarandon,5,0,2,9
Arthur Kennedy,5,0,0,2
King Vidor,5,0,0,1
Emma Thompson,5,0,4,9
Alec Guinness,5,0,3,3
Fredric March,5,0,0,3
George Seaton,5,0,0,0
Morgan Freeman,5,0,0,5
Irene Dunne,5,0,0,0
George Stevens,5,0,0,3
Annette Bening,5,0,2,9
Jennifer Jones,5,0,0,2
Peter Weir,5,0,0,4
Carl Foreman,5,0,0,0
Shirley MacLaine,5,0,4,18
John Ford,5,0,0,1
Bradley Cooper,5,0,1,4
Audrey Hepburn,5,0,5,9
Daniel Day-Lewis,5,0,4,8
Leo McCarey,5,0,0,1
Julianne Moore,5,0,0,9
Clarence Brown,5,0,0,0
Joanne Woodward,4,0,2,10
Philip Seymour Hoffman,4,0,0,5
Claude Rains,4,0,0,0
Montgomery Clift,4,0,0,1
Maureen Stapleton,4,0,0,5
William Hurt,4,0,1,5
Jane Wyman,4,0,0,4
Francis Ford Coppola,4,0,1,6
Mickey Rooney,4,0,0,2
Mike Nichols,4,0,0,5
Joaquin Phoenix,4,0,2,6
Sidney Lumet,4,0,0,6
Geoffrey Rush,4,0,1,6
Barbara Stanwyck,4,0,0,4
Mike Leigh,4,0,0,0
Ben Hecht,4,0,0,0
Paddy Chayefsky,4,0,2,0
Jennifer Lawrence,4,0,0,4
Anthony Quinn,4,0,0,5
Ethel Barrymore,4,0,0,0
Saoirse Ronan,4,0,3,4
Kathy Bates,4,0,1,8
Emma Stone,4,0,1,5
Jane Alexander,4,0,0,2
Burt Lancaster,4,0,0,5
Glenda Jackson,4,0,3,8
Lee Grant,4,0,0,5
Christian Bale,4,0,1,5
Shelley Winters,4,0,0,6
Agnes Moorehead,4,0,0,2
Rosalind Russell,4,0,0,5
Tommy Lee Jones,4,0,2,4
Penélope Cruz,4,0,0,4
Jon Voight,4,0,0,10
Julia Roberts,4,0,2,9
Ed Harris,4,0,0,6
Roman Polanski,4,0,0,2
Brad Pitt,4,0,0,6
Neil Simon,4,0,2,0
William Rose,4,0,1,0
Holly Hunter,4,0,2,7
Marsha Mason,4,0,1,4
Viola Davis,4,0,1,5
Mark Ruffalo,4,0,0,3
Diane Keaton,4,0,3,9
Charles Boyer,4,0,0,1
Helen Mirren,4,0,2,16
Norman Krasna,4,0,0,0
Ben Kingsley,4,0,1,7
Walter Brennan,4,0,0,0
Willem Dafoe,4,0,0,3
Federico Fellini,4,0,0,0
Robin Williams,4,0,2,10
Julie Christie,4,0,5,3
Alan Arkin,4,0,0,7
George C. Scott,4,0,0,5
Robert Riskin,4,0,0,0
Barry Levinson,4,0,0,2
Frank Lloyd,4,0,0,0
Walter Huston,4,0,0,1
Renée Zellweger,4,0,1,7
Javier Bardem,4,0,0,4
Anjelica Huston,3,0,3,8
Rod Steiger,3,0,0,2
Sylvester Stallone,3,0,1,2
Ryan Gosling,3,0,1,5
Peter Ustinov,3,0,0,3
Laura Dern,3,0,1,8
Milos Forman,3,0,0,4
Written by Woody Allen,3,0,0,0
James Mason,3,0,2,3
Greta Garbo,3,0,0,0
George Lucas,3,0,0,2
Gary Oldman,3,0,2,1
Tom Cruise,3,0,1,7
Jason Robards,3,0,0,0
Bernardo Bertolucci,3,0,0,3
David Fincher,3,0,0,3
Preston Sturges,3,0,0,0
Ronald Colman,3,0,0,1
James L. Brooks,3,0,0,3
Sigourney Weaver,3,0,1,7
Claudette Colbert,3,0,0,1
Dalton Trumbo,3,0,0,0
Joan Allen,3,0,1,3
William Powell,3,0,0,0
Joan Crawford,3,0,0,1
Charles Coburn,3,0,0,0
John Schlesinger,3,0,0,3
Clark Gable,3,0,0,2
Carol Reed,3,0,0,1
Dame Edith Evans,3,0,0,0
Teresa Wright,3,0,0,0
Charles Laughton,3,0,0,1
Stanley Kramer,3,0,0,5
Robert Rossen,3,0,0,1
Marcello Mastroianni,3,0,0,4
Anne Revere,3,0,0,0
Lewis Milestone,3,0,0,0
Marisa Tomei,3,0,0,2
Diane Ladd,3,0,0,4
Quentin Tarantino,3,0,0,4
Angela Lansbury,3,0,0,15
Jack Palance,3,0,0,1
Ang Lee,3,0,0,4
Clifton Webb,3,0,0,2
Gloria Swanson,3,0,0,2
Debra Winger,3,0,1,4
Terrence Malick,3,0,0,1
Bing Crosby,3,0,0,1
Laura Linney,3,0,0,6
Stephen Daldry,3,0,0,2
Julie Andrews,3,0,1,10
Russell Crowe,3,0,1,6
Will Smith,3,0,0,5
Gladys Cooper,3,0,0,0
Sidney Howard,3,0,0,0
Gig Young,3,0,0,2
Dianne Wiest,3,0,1,4
Alvin Sargent,3,0,1,0
Maximilian Schell,3,0,0,4
Celeste Holm,3,0,0,1
Viggo Mortensen,3,0,2,4
Piper Laurie,3,0,0,4
Steven Soderbergh,3,0,0,2
Sydney Pollack,3,0,0,3
Humphrey Bogart,3,0,0,0
Frances Marion,3,0,0,0
Charles Bickford,3,0,0,0
Nick Nolte,3,0,0,5
"Frances Goodrich, Albert Hackett",3,0,0,0
Jessica Chastain,3,0,0,5
James Cagney,3,0,0,0
Hans Kraly,3,0,0,0
Fay Bainter,3,0,0,1
Wendy Hiller,3,0,2,2
Edward Norton,3,0,0,2
Faye Dunaway,3,0,2,10
Billy Bob Thornton,3,0,0,6
Norman Jewison,3,0,0,3
Joe Pesci,3,0,0,3
Natalie Portman,3,0,1,4
Alexander Payne,3,0,0,4
Matt Damon,3,0,1,6
Dudley Nichols,3,0,0,0
Octavia Spencer,3,0,0,3
Martin Landau,3,0,1,3
William Holden,3,0,0,0
"Ruth Gordon, Garson Kanin",3,0,0,0
"Norman Panama, Melvin Frank",3,0,0,0
Ruth Prawer Jhabvala,3,0,4,0
John Cassavetes,3,0,0,2
David O. Russell,3,0,0,2
Horton Foote,3,0,0,0
Anthony Minghella,3,0,0,3
Johnny Depp,3,0,0,10
Bob Fosse,3,0,0,2
Robert Downey Jr.,3,0,1,4
Ernst Lubitsch,3,0,0,0
Claire Trevor,3,0,0,0
John Boorman,3,0,0,2
Alan Jay Lerner,3,0,0,0
Sally Field,3,0,1,11
Charlize Theron,3,0,1,6
Carey Mulligan,3,0,0,1
Walter Matthau,3,0,0,8
Kirk Douglas,3,0,0,3
"Billy Wilder, I. A. L. Diamond",3,0,0,0
Woody Harrelson,3,0,0,4
Written by Quentin Tarantino,3,0,0,0
Sam Wood,3,0,0,0
Arthur Penn,3,0,0,1
David Lynch,3,0,0,2
Louis Malle,3,0,0,1
Lamar Trotti,3,0,0,0
Melvyn Douglas,3,0,0,3
Olivia Colman,3,0,1,3
Ernest Lehman,3,0,0,0
Michelle Pfeiffer,3,0,2,7
Written by Mike Leigh,3,0,0,0
Ridley Scott,3,0,1,4
James Ivory,3,0,1,3
Robert Redford,3,0,0,6
Eleanor Parker,3,0,0,1
Written by Martin McDonagh,3,0,0,0
Christopher Plummer,3,0,0,4
Natalie Wood,3,0,0,6
Jane Campion,3,0,0,1
Charles Chaplin,3,0,0,0
Joan Fontaine,3,0,0,0
José Ferrer,3,0,0,1
Tennessee Williams,2,0,0,0
Melissa Leo,2,0,0,1
Ralph Fiennes,2,0,1,5
Robert Pirosh,2,0,0,0
Graham Greene,2,0,0,0
Ralph Richardson,2,0,2,0
T. E. B. Clarke,2,0,0,0
Written for the screen by Joel Coen & Ethan Coen,2,0,0,0
Roy Scheider,2,0,0,1
Anne Hathaway,2,0,0,3
Peter Finch,2,0,5,2
James Whitmore,2,0,0,2
Written by Mark Boal,2,0,0,0
Angela Bassett,2,0,0,1
Jeremy Renner,2,0,0,1
Karl Malden,2,0,0,3
Colin Firth,2,0,0,2
Mercedes McCambridge,2,0,0,1
"Edna Anhalt, Edward Anhalt",2,0,0,0
Elsa Lanchester,2,0,0,1
Michael Shannon,2,0,0,1
Written by Joel Coen & Ethan Coen,2,0,0,0
Cesare Zavattini,2,0,0,0
Sandra Bullock,2,0,0,5
Mildred Dunnock,2,0,0,3
John Wayne,2,0,0,1
Vincente Minnelli,2,0,0,3
Winona Ryder,2,0,1,3
Richard Jenkins,2,0,0,1
Screenplay by Nick Hornby,2,0,0,0
"Richard Schweizer, David Wechsler",2,0,0,0
Christoph Waltz,2,0,0,3
"David Lean, Anthony Havelock-Allan, Ronald Neame",2,0,0,0
Joel Coen and Ethan Coen,2,0,0,0
Sophia Loren,2,0,0,3
Tom Wilkinson,2,0,0,4
Ruth Gordon,2,0,0,3
Ethan Hawke,2,0,0,1
Jules Dassin,2,0,0,0
Ron Howard,2,0,0,5
Shirley Knight,2,0,0,3
Peter Jackson,2,0,0,4
Helen Hunt,2,0,0,8
Helena Bonham Carter,2,0,1,8
Peter Falk,2,0,0,9
Robert Bolt,2,0,0,0
Frederic Raphael,2,0,0,0
Robert Anderson,2,0,0,0
Steve McQueen,2,0,0,5
Paul Scofield,2,0,2,2
Simone Signoret,2,0,0,2
Hugh Griffith,2,0,1,2
Lynn Redgrave,2,0,1,3
"Nedrick Young, Harold Jacob Smith",2,0,0,0
Screenplay by David Hare,2,0,0,0
Screenplay by Ronald Harwood,2,0,0,0
Robert Wise,2,0,0,5
Sidney Poitier,2,0,0,7
Written by Kenneth Lonergan,2,0,0,0
Tom Courtenay,2,0,2,1
Jason Reitman,2,0,0,1
Gus Van Sant,2,0,0,0
John Gielgud,2,0,2,3
"Irving Ravetch, Harriet Frank, Jr.",2,0,0,0
Kim Stanley,2,0,0,1
Joyce Redman,2,0,0,1
Jude Law,2,0,0,4
Patricia Neal,2,0,0,2
Ian McKellen,2,0,0,3
Janet McTeer,2,0,0,4
Rex Harrison,2,0,1,4
Richard Harris,2,0,1,2
Hilary Swank,2,0,1,3
Michael Cacoyannis,2,0,0,1
Angelina Jolie,2,0,0,6
Catherine Keener,2,0,0,2
Samantha Morton,2,0,0,2
Roberto Benigni,2,0,0,0
