nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination,director_count,writer_count,actor_count
Behind the Candelabra,0,3,0,0,0,0,0
Political Animals,0,3,0,0,0,0,0
Star Wars: The Legacy Revealed,0,3,0,0,0,0,0
Top of the Lake,0,3,0,0,0,0,0
Project Runway,0,3,0,0,0,0,0
Gasland,0,3,0,0,0,0,0
The Big Bang Theory ,0,3,0,0,0,0,0
The Last Man On Earth,0,3,0,0,0,0,0
Samantha Who?,0,3,0,0,0,0,1
Taking Chance,0,3,0,0,0,0,0
Brooklyn Nine-Nine,0,3,0,0,0,0,0
The War,0,3,0,0,0,1,0
Getting On,0,3,0,0,0,0,0
Generation Kill,0,3,0,0,0,0,0
Return To Cranford (Masterpiece),0,3,0,0,0,0,0
Roman Polanski: Wanted And Desired,0,3,0,0,0,0,0
Walt Whitman (American Experience),0,2,0,0,0,0,0
When The Levees Broke: A Requiem In Four Acts,0,2,0,0,0,0,0
Longford,0,2,0,0,0,0,0
Drunk History,0,2,0,0,0,0,0
American Idol,0,2,0,0,0,0,0
George Harrison: Living In The Material World,0,2,0,0,0,0,0
Wallander: One Step Behind,0,2,0,0,0,0,0
Autism: The Musical,0,2,0,0,0,0,0
Ghosts Of Abu Ghraib,0,2,0,0,0,0,0
Documentary Now!,0,2,0,0,0,0,0
A Raisin In The Sun,0,2,2,0,0,0,0
United States Of Tara,0,2,0,0,0,0,0
The Big C,0,2,0,0,0,0,0
Planet Earth,0,2,0,0,0,0,0
Raising Hope,0,2,0,0,0,0,0
Top Chef,0,2,0,0,0,0,0
Freedom Riders,0,2,0,0,0,0,0
Georgia O'Keeffe,0,2,0,0,0,0,0
F Is For Family,0,2,0,0,0,0,0
Gettysburg,0,2,0,0,0,0,0
Becoming Chaz,0,2,0,0,0,0,0
The Kominsky Method,0,2,0,0,0,0,0
Tsunami,0,2,0,0,0,0,0
Mea Maxima Culpa: Silence In The House Of God,0,2,0,0,0,0,0
Monty Python: Almost The Truth (The Lawyer's Cut),0,2,0,0,0,0,0
Carlos,0,2,0,0,53,67,417
Will & Grace,0,2,0,0,0,0,0
Jane Eyre (Masterpiece Theatre),0,2,0,0,0,0,0
Life,0,2,0,0,0,0,7
The National Parks: America's Best Idea,0,2,0,0,0,0,0
By The People:  The Election Of Barack Obama,0,2,0,0,0,0,0
My Lai,0,2,0,0,0,0,0
Survivor,0,2,0,0,0,0,0
Bob's Burgers,0,2,0,0,0,0,0
SuperMansion,0,2,0,0,0,0,0
Better Things,0,2,0,0,0,0,0
American Dad!,0,2,0,0,0,0,0
The Late Late Show With James Corden,0,2,0,0,0,0,0
The Roosevelts: An Intimate History,0,2,0,0,0,0,0
Kurt Cobain: Montage Of Heck,0,2,0,0,0,0,0
Top Of The Lake,0,2,0,0,0,0,0
Savage Kingdom,0,2,0,0,0,0,0
The Big C: Hereafter,0,2,0,0,0,0,0
Going Clear: Scientology And The Prison Of Belief,0,2,0,0,0,0,0
Jackie Robinson,0,2,0,0,0,0,0
Parade's End,0,2,0,0,0,0,0
Catastrophe,0,2,0,0,0,0,0
Enlightened,0,2,0,0,0,0,0
Our Planet,0,2,0,0,0,0,0
Jane The Virgin,0,2,0,0,0,0,0
Making A Murderer,0,2,0,0,0,0,0
Ethel,0,2,0,0,0,1,26
13th,0,2,1,0,0,0,0
The Hour,0,2,0,0,0,0,0
Planet Earth II,0,2,0,0,0,0,0
South Park,0,2,0,0,0,0,0
Late Night With Jimmy Fallon,0,2,0,0,0,0,0
Michael J. Fox: Adventures Of An Incurable Optimist,0,1,0,0,0,0,0
Farrah's Story,0,1,0,0,0,0,0
An American Crime,0,1,0,0,0,0,0
He Named Me Malala,0,1,1,0,0,0,0
The New Adventures Of Old Christine ,0,1,0,0,0,0,0
House Of Saddam,0,1,0,0,0,0,0
Make 'Em Laugh: The Funny Business Of America,0,1,0,0,0,0,0
Relative Stranger,0,1,0,0,0,0,0
Section 60:  Arlington National Cemetery,0,1,0,0,0,0,0
The Memory Loss Tapes,0,1,0,0,0,0,0
Nick News With Linda Ellerbee Coming Home: When Parents Return from War,0,1,0,0,0,0,0
Grandpa,0,1,0,0,0,0,0
The Courageous Heart Of Irena Sendler (Hallmark Hall Of Fame Presentation),0,1,0,0,0,0,0
102 Minutes That Changed America,0,1,0,0,0,0,0
PEN15,0,1,0,0,0,0,0
The Alzheimer's Project: Momentum In Science (Parts 1 & 2),0,1,0,0,0,0,0
Coco Chanel,0,1,0,0,0,0,0
24/7,0,1,0,0,0,0,0
Roots,0,1,0,0,0,0,1
Who Is America?,0,1,0,0,0,0,0
If You're Not In The Obit,0,1,0,0,0,0,0
March Of The Penguins 2: The Next Step,0,1,0,0,0,0,0
Blue Planet II,0,1,0,0,0,0,0
Prayers For Bobby,0,1,0,0,0,0,0
Accidental Friendship,0,1,0,0,0,0,0
What Happened,0,1,0,0,0,0,0
Life Story,0,1,0,0,0,0,0
Cyrano de Bergerac (Great Performances),0,1,0,0,0,0,0
King Lear (Great Performances),0,1,0,0,0,0,0
24: Redemption,0,1,0,0,0,0,0
The Librarian:  Curse of the Judas Chalice,0,1,0,0,0,0,0
Chef's Table,0,1,0,0,0,0,0
The Last Man On Earth ,0,1,0,0,0,0,0
Breakthrough,0,1,0,0,0,0,0
Alive Day Memories:  Home From Iraq,0,1,0,0,0,0,0
Cartel Land,0,1,1,0,0,0,0
Bill Nye Saves The World,0,1,0,0,0,0,0
Life Support,0,1,0,0,0,0,0
The Ron Clark Story,0,1,0,0,0,0,0
Nightmares & Dreamscapes: From The Stories Of Stephen King,0,1,0,0,0,0,0
Jesse Stone: Sea Change,0,1,0,0,0,0,0
Wild New Zealand,0,1,0,0,0,0,0
Wild Scotland,0,1,0,0,0,0,0
Year Million,0,1,0,0,0,0,0
The Christmas Card,0,1,0,0,0,0,0
The Vietnam War,0,1,0,0,0,0,0
Blood Diamonds,0,1,0,0,0,0,0
Brando,0,1,0,0,12,13,259
AFI's 100 Years....100 Cheers: America's Most Inspiring Movies,0,1,0,0,0,0,0
O.J.: Made In America,0,1,0,0,0,0,0
Thin,0,1,0,0,3,2,53
Bright Lights: Starring Carrie Fisher And Debbie Reynolds,0,1,0,0,0,0,0
Extreme Makeover: Home Edition,0,1,0,0,0,0,0
Antiques Roadshow,0,1,0,0,0,0,0
King Of The Hill,0,1,0,0,0,0,0
ER,0,1,0,0,5106,6841,18353
Muhammad Ali: Only One,0,1,0,0,0,0,0
What If God Were The Sun,0,1,0,0,0,0,0
UConn: The March To Madness,0,1,0,0,0,0,0
Amanda Knox,0,1,0,0,0,0,0
Pictures Of Hollis Woods (Hallmark Hall Of Fame Presentation),0,1,0,0,0,0,0
The Company,0,1,0,0,0,0,0
Black Monday,0,1,0,0,0,0,0
AFI's 100 Years...100 Movies - 10th Anniversary Edition,0,1,0,0,0,0,0
The Beatles: Eight Days A Week - The Touring Years,0,1,1,0,0,0,0
The Pixar Story,0,1,0,0,0,0,0
Pioneers Of Television - Late Night: Johnny,0,1,0,0,0,0,0
Oswald's Ghost (American Experience),0,1,0,0,0,0,0
White Light/Black Rain,0,1,0,0,0,0,0
The Robber Bride,0,1,0,0,0,0,0
Mister Rogers: It's You I Like,0,1,0,0,0,0,0
The Andromeda Strain,0,1,0,0,0,0,0
Tin Man,0,1,0,0,0,0,1
Life After People,0,1,0,0,0,0,0
Intervention,0,1,0,0,0,0,0
When You Wish Upon A Pickle: A Sesame Street Special,0,1,0,0,0,0,0
My Name is Earl,0,1,0,0,0,0,0
Five Came Back,0,1,0,0,0,0,0
Modern Family ,0,1,0,0,0,0,0
Terror In Mumbai,0,1,0,0,0,0,0
The Sarah Silverman Program,0,1,0,0,0,0,0
Parks and Recreation,0,1,0,0,0,0,0
Paradise Lost 3: Purgatory,0,1,0,0,0,0,0
The Case Against Adnan Syed,0,1,0,0,0,0,0
Disney Phineas And Ferb: Across The 2nd Dimension,0,1,0,0,0,0,0
Disney Prep & Landing: Naughty Vs. Nice,0,1,0,0,0,0,0
Sesame Street: Growing Hope Against Hunger,0,1,0,0,0,0,0
Dead To Me,0,1,0,0,0,0,0
Prohibition,0,1,0,0,0,0,0
Fyre Fraud,0,1,0,0,0,0,0
Hot In Cleveland,0,1,0,0,0,0,0
Roseanne,0,1,0,0,0,0,8
Disney Mickey Mouse,0,1,0,0,0,0,0
Taken From Me: The Tiffany Rubin Story,0,1,0,0,0,0,0
The World Wars,0,1,0,0,0,0,0
Bonnie & Clyde,0,1,0,0,0,0,0
Hostile Planet,0,1,0,0,0,0,0
The Trip To Bountiful,0,1,0,0,0,0,0
BoJack Horseman,0,1,0,0,0,0,0
Thurgood,0,1,0,0,0,0,0
Sherlock: A Study In Pink (Masterpiece),0,1,0,0,0,0,0
Paul Simon's Graceland Journey: Under African Skies,0,1,0,0,0,0,0
6 Days To Air: The Making Of South Park,0,1,0,0,0,0,0
Gloria: In Her Own Words,0,1,0,0,0,0,0
Ring Of Fire,0,1,0,0,0,0,0
An Apology To Elephants,0,1,0,0,0,0,0
Robot Chicken DC Comics Special,0,1,0,0,0,0,0
The Dust Bowl,0,1,0,0,0,0,0
The Men Who Built America,0,1,0,0,0,0,0
The Bible,0,1,0,0,0,0,0
Queens Of Mystery,0,1,0,0,0,0,0
The Many Lives Of Nick Buoniconti,0,1,0,0,0,0,0
Community,0,1,0,0,0,0,1
The Song Of Lunch (Masterpiece),0,1,0,0,0,0,0
Bobby Fischer Against The World,0,1,0,0,0,0,0
Missing,0,1,2,0,0,0,0
Wonders Of Mexico,0,1,0,0,0,0,0
Steel Magnolias,0,1,0,0,0,0,0
Restless,0,1,0,0,0,0,0
Page Eight (Masterpiece),0,1,0,0,0,0,0
The Weight Of The Nation,0,1,0,0,0,0,0
Jane,0,1,1,0,19,65,681
Frozen Planet,0,1,0,0,0,0,0
The Pillars Of The Earth,0,1,0,0,0,0,0
The Jinx: The Life And Deaths Of Robert Durst,0,1,0,0,0,0,0
The Buddha,0,1,0,0,0,0,0
30 For 30,0,1,0,0,0,0,0
The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,0,1,0,0,0,0,0
Last Days In Vietnam (American Experience),0,1,0,0,0,0,0
The Simpsons: 20th Anniversary Special - In 3-D! On Ice!,0,1,0,0,0,0,0
Teddy:  In His Own Words,0,1,0,0,0,0,0
Saturday Night Live In The 2000s: Time And Again,0,1,0,0,0,0,0
Believe: The Eddie Izzard Story,0,1,0,0,0,0,0
Johnny Mercer: The Dream's On Me,0,1,0,0,0,0,0
Brick City,0,1,0,0,0,0,0
Sergio,0,1,0,0,27,36,139
Pressure Cooker,0,1,0,0,0,0,0
Walt Disney (American Experience),0,1,0,0,0,0,0
The Betrayal (Nerakhoon),0,1,0,0,0,0,0
Patti Smith: Dream Of Life,0,1,0,0,0,0,0
When Families Grieve,0,1,0,0,0,0,0
Nick News With Linda Ellerbee - The Face Of Courage: Kids Living With Cancer,0,1,0,0,0,0,0
Everything Is Copy - Nora Ephron: Scripted & Unscripted,0,1,0,0,0,0,0
Archer,0,1,0,0,2,3,46
Disney Prep & Landing,0,1,0,0,0,0,0
America The Story Of Us,0,1,0,0,0,0,0
Hamlet (Great Performances),0,1,0,0,0,0,0
Emma (Masterpiece),0,1,0,0,0,0,0
Insecure,0,1,0,0,0,0,0
Wu-Tang Clan: Of Mics And Men,0,1,0,0,0,0,0
Pioneers Of Television,0,1,0,0,0,0,0
Jaws: The Inside Story,0,1,0,0,0,0,0
His Way,0,1,0,0,0,0,0
Citizenfour,0,1,0,0,0,0,0
Stand Up To Cancer,0,1,0,0,0,0,0
Foo Fighters: Sonic Highways,0,1,0,0,0,0,0
The Comedians,0,1,0,0,0,0,0
The Most Dangerous Man In America: Daniel Ellsberg And The Pentagon Papers (POV),0,1,0,0,0,0,0
The Flood,0,1,0,0,0,0,0
A Dog Year,0,1,0,0,0,0,0
The Comeback,0,1,0,0,0,0,0
Operation Orangutan,0,1,0,0,0,0,0
The Defiant Ones,0,1,2,0,0,0,0
Hubble's Cosmic Journey,0,1,0,0,0,0,0
Anthony Bourdain: Parts Unknown,0,1,0,0,0,0,0
Capturing Mary,0,1,0,0,0,0,0
Too Cute!,0,1,0,0,0,0,0
The Prisoner,0,1,1,0,0,0,0
Icarus,0,1,1,0,0,0,0
Gandhi,0,0,7,0,1,1,9
The Favourite,0,0,7,0,0,0,0
The Shape of Water,0,0,6,0,0,0,0
The Killing Fields,0,0,6,0,0,0,0
Once Upon a Time.. in Hollywood,0,0,6,0,0,0,0
Roma,0,0,6,0,44,44,379
The Irishman,0,0,6,0,0,0,0
"Three Billboards Outside Ebbing, Missouri",0,0,6,0,0,0,0
Chariots Of Fire,0,0,5,0,0,0,0
Romeo And Juliet,0,0,5,0,0,0,0
The King Of Comedy,0,0,5,0,0,0,0
Cinema Paradiso,0,0,5,0,0,0,0
Joker,0,0,4,0,0,0,0
Local Hero,0,0,4,0,0,0,0
Network,0,0,4,0,0,0,0
All The President's Men,0,0,4,0,0,0,0
Reds,0,0,4,0,11,2,14
Jack Hawkins,0,0,4,0,0,0,3
The French Lieutenant's Woman,0,0,4,0,0,0,0
Vice,0,0,4,0,12,18,58
The Elephant Man,0,0,4,0,0,0,0
The Angry Silence,0,0,4,0,0,0,0
Manhattan,0,0,4,0,0,0,0
Parasite,0,0,4,0,0,0,0
Apocalypse Now,0,0,4,0,0,0,0
Oh! What A Lovely War,0,0,4,0,0,0,0
Hope And Glory,0,0,4,0,0,0,0
The Mission,0,0,4,0,0,0,0
The Last Picture Show,0,0,4,0,0,0,0
Dirk Bogarde,0,0,4,2,0,0,3
Tiger Bay,0,0,4,0,0,0,0
The Dresser,0,0,4,0,0,0,0
Bridge Of Spies,0,0,4,0,0,0,0
The Go-Between,0,0,4,0,0,0,0
Dunkirk,0,0,4,0,0,0,0
The Day Of The Jackal,0,0,3,0,0,0,0
Midnight Express,0,0,3,0,0,0,0
Death On The Nile,0,0,3,0,0,0,0
Sapphire,0,0,3,0,0,1,1
Gladiator,0,0,3,0,0,0,0
Picnic,0,0,3,0,0,0,0
Equus,0,0,3,0,0,0,0
Look Back In Anger,0,0,3,0,0,0,0
Baby Doll,0,0,3,0,0,0,0
Ryan's Daughter,0,0,3,0,0,0,0
Close Encounters Of The Third Kind,0,0,3,0,0,0,0
Julia,0,0,3,0,31,48,748
Saturday Night And Sunday Morning,0,0,3,0,0,0,0
BlacKkKlansman,0,0,3,0,0,0,0
Moonlight,0,0,3,0,0,0,0
Green Book,0,0,3,0,0,0,0
Crimes And Misdemeanors,0,0,3,0,0,0,0
Mia Farrow,0,0,3,7,0,0,21
North West Frontier,0,0,3,0,0,0,0
One Flew Over The Cuckoo's Nest,0,0,3,0,0,0,0
La La Land,0,0,3,0,0,0,0
Oliver!,0,0,3,0,0,0,0
Blade Runner 2049,0,0,3,0,0,0,0
Maigret Sets A Trap (Maigret Tend Un Piège),0,0,3,0,0,0,0
Nocturnal Animals,0,0,3,0,0,0,0
Anatomy Of A Murder,0,0,3,0,0,0,0
The Deadly Affair,0,0,3,0,0,0,0
The Deer Hunter,0,0,3,0,0,0,0
Manchester by the Sea,0,0,3,0,0,0,0
Alice Doesn't Live Here Anymore,0,0,3,0,0,0,0
Darkest Hour,0,0,3,0,0,0,0
The Piano,0,0,3,0,0,0,0
Stéphane Audran,0,0,3,0,0,0,8
The Slipper And The Rose,0,0,3,0,0,0,0
Morgan - A Suitable Case For Treatment,0,0,3,0,0,0,0
Alfie,0,0,3,0,0,1,31
Alan Rickman,0,0,3,1,0,0,20
Murder On The Orient Express,0,0,3,0,0,0,0
A Bridge Too Far,0,0,3,0,0,0,0
Tunes Of Glory,0,0,3,0,0,0,0
Yanks,0,0,3,0,0,0,0
Educating Rita,0,0,3,0,0,0,0
Tootsie,0,0,3,0,0,0,0
1917,0,0,3,0,0,0,0
Heat And Dust,0,0,3,0,0,0,0
The Trials Of Oscar Wilde,0,0,3,0,0,0,0
The Last Emperor,0,0,3,0,0,0,0
A Fish Called Wanda,0,0,3,0,0,0,0
Kenneth More,0,0,3,0,0,0,2
Trading Places,0,0,3,0,0,0,0
"Goodbye, Children (Au Revoir Les Enfants)",0,0,3,0,0,0,0
For Sama,0,0,3,0,0,0,0
Radio Days,0,0,3,0,0,0,0
Inherit The Wind,0,0,3,0,0,0,0
Edith Evans,0,0,3,2,0,0,4
A Private Function,0,0,3,0,0,0,0
"Greystoke: The Legend Of Tarzan, Lord Of The Apes",0,0,3,0,0,0,0
Jean De Florette,0,0,3,0,0,0,0
Back To The Future,0,0,3,0,0,0,0
Hannah And Her Sisters,0,0,3,0,0,0,0
Mona Lisa,0,0,3,0,0,0,0
A Room With A View,0,0,3,0,0,0,0
Bullitt,0,0,3,0,0,0,0
On Golden Pond,0,0,3,0,0,0,0
Kramer Vs Kramer,0,0,3,0,0,0,0
The Apartment,0,0,3,0,0,0,0
Raiders Of The Lost Ark,0,0,3,0,0,0,0
Elmer Gantry,0,0,3,0,0,0,0
"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",0,0,3,0,0,0,0
First Man,0,0,3,0,0,0,0
All That Jazz,0,0,3,0,0,0,0
Dead Poets Society,0,0,3,0,0,0,0
Cold War,0,0,3,0,0,0,0
A Star Is Born,0,0,3,0,0,0,0
Dangerous Liaisons,0,0,3,0,0,0,0
Women In Love,0,0,2,0,0,0,0
Zorba The Greek,0,0,2,0,0,0,0
Ship Of Fools,0,0,2,0,0,0,0
Billy Elliot,0,0,2,0,0,0,0
The Graduate,0,0,2,0,0,0,0
The Madness Of King George,0,0,2,0,0,0,0
Mad Max: Fury Road,0,0,2,0,0,0,0
Billy Budd,0,0,2,0,0,0,0
Erin Brockovich,0,0,2,0,0,0,1
The Big Short,0,0,2,0,0,0,0
The Martian,0,0,2,0,0,0,0
Apollo 13,0,0,2,0,0,0,0
Lawrence Of Arabia,0,0,2,0,0,0,0
The Usual Suspects,0,0,2,0,0,0,0
O Brother Where Art Thou?,0,0,2,0,0,0,0
The Knack,0,0,2,0,0,0,0
In The Heat Of The Night,0,0,2,0,0,0,0
The Quiller Memorandum,0,0,2,0,0,0,0
The Spy Who Came In From The Cold,0,0,2,0,0,0,0
Viva Maria,0,0,2,0,0,0,0
Aaron Sorkin,0,0,2,0,1,8,0
Séance On A Wet Afternoon,0,0,2,0,0,0,0
A Man For All Seasons,0,0,2,0,0,0,0
Accident,0,0,2,0,0,0,0
The Pumpkin Eater,0,0,2,0,0,0,0
"Divorce, Italian Style (Divorzio All'Italiana)",0,0,2,0,0,0,0
Jamie Bell,0,0,2,0,0,0,18
Rita Tushingham,0,0,2,1,0,0,8
Whatever Happened To Baby Jane?,0,0,2,0,0,0,0
The Charge Of The Light Brigade,0,0,2,0,0,0,0
Darling,0,0,2,0,0,3,24
The Hill,0,0,2,0,0,0,0
Hud,0,0,2,0,16,13,219
The Bofors Gun,0,0,2,0,0,0,0
The Ipcress File,0,0,2,0,0,0,0
Days Of Wine And Roses,0,0,2,0,0,0,0
Dr Strangelove,0,0,2,0,0,0,0
Midnight Cowboy,0,0,2,0,0,0,0
Atlantic City,0,0,2,0,0,0,0
The Honorary Consul,0,0,2,0,0,0,0
Who Framed Roger Rabbit?,0,0,2,0,0,0,0
ET: The Extra-Terrestrial,0,0,2,0,0,0,0
Henry V,0,0,2,0,0,0,8
Mississippi Burning,0,0,2,0,0,0,0
Raging Bull,0,0,2,0,0,0,0
Fame,0,0,2,0,0,0,0
Rain Man,0,0,2,0,0,0,0
The Europeans,0,0,2,0,0,0,0
Alien,0,0,2,0,0,0,11
Goodfellas,0,0,2,0,0,0,0
Zelig,0,0,2,0,0,1,1
Superman,0,0,2,0,0,0,0
Simon Callow,0,0,2,0,0,0,22
Witness,0,0,2,0,0,0,0
Amadeus,0,0,2,0,1,1,4
Ran,0,0,2,0,643,902,6165
Rosanna Arquette,0,0,2,1,0,0,26
Platoon,0,0,2,0,0,0,0
Cry Freedom,0,0,2,0,0,0,0
Carmen,0,0,2,0,2,4,235
Another Country,0,0,2,0,0,0,0
Once Upon A Time In America,0,0,2,0,0,0,0
Babette's Feast (Babettes Gæstebud),0,0,2,0,0,0,0
La Traviata,0,0,2,0,0,0,0
Prologue,0,0,2,0,0,0,0
"They Shoot Horses, Don't They?",0,0,2,0,0,0,0
Schindler's List,0,0,2,0,0,0,0
In The Line Of Fire,0,0,2,0,0,0,0
Cabaret,0,0,2,0,0,0,0
Taking Off,0,0,2,0,0,0,0
"Sunday, Bloody Sunday",0,0,2,0,0,0,0
Four Weddings And A Funeral,0,0,2,0,0,0,0
Day For Night (La Nuit Américaine),0,0,2,0,0,0,0
Pulp Fiction,0,0,2,0,0,0,0
Three Colours Red (Trois Couleurs: Rouge),0,0,2,0,0,0,0
Kes,0,0,2,0,43,99,538
"The Adventures Of Priscilla, Queen Of The Desert",0,0,2,0,0,0,0
Butch Cassidy And The Sundance Kid,0,0,2,0,0,0,0
The Prime Of Miss Jean Brodie,0,0,2,0,0,0,0
The Conversation,0,0,2,0,0,0,0
Taxi Driver,0,0,2,0,0,0,0
Dick Tracy,0,0,2,0,0,0,0
Rocky,0,0,2,0,4,2,26
Annie Hall,0,0,2,0,0,0,0
Bugsy Malone,0,0,2,0,0,0,0
Strictly Ballroom,0,0,2,0,0,0,0
Thelma And Louise,0,0,2,0,0,0,0
Cyrano De Bergerac,0,0,2,0,0,0,0
Liv Ullman,0,0,2,0,2,1,6
Jaws,0,0,2,0,0,0,0
Howards End,0,0,2,0,0,0,0
Chinatown,0,0,2,0,0,0,0
Nashville,0,0,2,0,0,0,0
Ray McAnally,0,0,2,0,0,0,5
Jojo Rabbit,0,0,2,0,0,0,0
True As A Turtle,0,0,2,0,0,0,0
Yesterday's Enemy,0,0,2,0,0,0,0
Carol,0,0,2,0,17,55,638
Mandy,0,0,2,0,0,2,90
"I'm All Right, Jack",0,0,2,0,0,0,0
The Young Lovers,0,0,2,0,0,0,0
Virginia McKenna,0,0,2,1,0,0,4
Lion,0,0,2,0,13,14,162
The Man Who Never Was,0,0,2,0,0,0,0
Sylvia Syms,0,0,2,0,0,0,4
Never On A Sunday,0,0,2,0,0,0,0
Let's Make Love,0,0,2,0,0,0,0
"Hiroshima, My Love (Hiroshima, Mon Amour)",0,0,2,0,0,0,0
The Adventure (L'Avventura),0,0,2,0,0,0,0
Tom Ford,0,0,2,1,2,2,0
Roman Holiday,0,0,2,0,0,0,0
Gervaise,0,0,2,0,0,0,0
Ashes And Diamonds (Popiól I Diament),0,0,2,0,0,0,0
Hayley Mills,0,0,2,2,0,0,3
Some Like It Hot,0,0,2,0,0,0,0
Smiles Of A Summer Night (Sommarnattens Leende),0,0,2,0,0,0,0
Call Me by Your Name,0,0,2,0,0,0,0
The Rose Tattoo,0,0,2,0,0,0,0
The Divided Heart,0,0,2,0,0,0,0
Donald Wolfit,0,0,2,0,0,0,6
Lady Bird,0,0,2,0,0,0,0
Yvonne Mitchell,0,0,2,0,0,0,1
The Prince And The Showgirl,0,0,2,0,0,0,0
Marty,0,0,2,0,3,10,55
Spotlight,0,0,2,0,0,0,0
Hell or High Water,0,0,2,0,0,0,0
East Of Eden,0,0,2,0,0,0,0
Ex Machina,0,0,2,0,0,0,0
The Hateful Eight,0,0,2,0,0,0,0
Judgment At Nuremberg,0,0,2,0,0,0,0
The Hustler,0,0,2,0,0,0,0
Seven Samurai (Shichinin No Samurai),0,0,2,0,0,0,0
"I, Tonya",0,0,2,0,0,0,0
Room At The Top,0,0,2,0,0,0,0
"Bachelor, 38",0,0,1,0,0,0,0
Salvatore Cascio,0,0,1,0,0,0,2
Philippe Noiret,0,0,1,0,0,0,12
Wale,0,0,1,0,1,1,44
Pelle The Conqueror (Pelle Erobreren),0,0,1,0,0,0,0
"Bradley Cooper, Will Fetters, Eric Roth",0,0,1,0,0,0,0
Women On The Verge Of A Nervous Breakdown (Mujeres Al Borde De Un Ataque De Nervios ),0,0,1,0,0,0,0
Laura San Giacomo,0,0,1,2,0,0,9
The Field,0,0,1,0,0,0,0
Driving Miss Daisy,0,0,1,0,0,0,0
73 Cows,0,0,1,0,0,0,0
Roughhouse,0,0,1,0,0,0,0
They Shall Not Grow Old,0,0,1,0,0,0,0
When Harry Met Sally,0,0,1,0,0,0,0
"Shane Connaughton, Jim Sheridan",0,0,1,0,0,0,0
"Sex, Lies And Videotape",0,0,1,0,0,0,0
The Adventures Of Baron Munchausen,0,0,1,0,0,0,0
RBG,0,0,1,0,0,0,0
McQueen,0,0,1,0,4,3,23
Free Solo,0,0,1,0,0,0,0
Life And Nothing But (La Vie Et Rien D'Autre),0,0,1,0,0,0,0
Salaam Bombay,0,0,1,0,0,0,0
Three Identical Strangers,0,0,1,0,0,0,0
Batman,0,0,1,0,2,2,1
Marfa,0,0,1,0,0,1,0
I'm OK,0,0,1,0,0,0,0
The Blue Door,0,0,1,0,0,0,0
Josh Singer,0,0,1,0,0,3,0
Derek Jacobi,0,0,1,1,0,0,17
Andrew Strong,0,0,1,0,0,0,1
Juliet Stevenson,0,0,1,0,0,0,13
Get Out,0,0,1,0,0,0,0
Amanda Plummer,0,0,1,1,0,0,18
"Dick Clement, Ian La Frenais, Roddy Doyle",0,0,1,0,0,0,0
"Jean-Paul Rappeneau, Jean-Claude Carrière",0,0,1,0,0,0,0
The Salesman,0,0,1,0,0,0,0
The Commitments,0,0,1,0,0,0,0
Dances With Wolves,0,0,1,0,0,0,0
The Silence Of The Lambs,0,0,1,0,0,0,0
Loveless,0,0,1,0,0,0,1
The Nasty Girl (Das Schreckliche Mädchen),0,0,1,0,0,0,0
First They Killed My Father,0,0,1,0,0,0,0
The Hairdresser's Husband (Le Mari De La Coiffeuse),0,0,1,0,0,0,0
Toto The Hero (Toto Le Héros),0,0,1,0,0,0,0
"Truly, Madly, Deeply",0,0,1,0,0,0,0
The Fisher King,0,0,1,0,0,0,0
I Am Not a Witch,0,0,1,0,0,0,0
The Ghoul,0,0,1,0,0,0,0
Michael Leeson,0,0,1,0,0,3,0
"Nicole Holofcener, Jeff Whitty",0,0,1,0,0,1,0
"Spike Lee, David Rabinowitz, Charlie Wachtel, Kevin Willmott",0,0,1,0,0,0,0
Billie Whitelaw,0,0,1,0,0,0,10
Phantom Thread,0,0,1,0,0,0,0
Capernaum,0,0,1,0,0,0,0
The Florida Project,0,0,1,0,0,0,0
Carrie Fisher,0,0,1,0,0,1,22
Paddington 2,0,0,1,0,0,0,0
Jawbone,0,0,1,0,0,0,0
Jesus Of Montreal (Jésus De Montréal),0,0,1,0,0,0,0
Milou In May  (Milou En Mai),0,0,1,0,0,0,0
All the Money in the World,0,0,1,0,0,0,0
Romeo And Juliet (Romuald Et Juliette),0,0,1,0,0,0,0
Ghost,0,0,1,0,0,1,4
Beauty and the Beast,0,0,1,0,0,0,0
Lady Macbeth,0,0,1,0,0,0,0
Kingdom of Us,0,0,1,0,0,0,0
Pretty Woman,0,0,1,0,0,0,0
The Hunt For Red October,0,0,1,0,0,0,0
Sheltering Sky,0,0,1,0,0,0,0
Bohemian Rhapsody,0,0,1,0,0,0,0
Dogman,0,0,1,0,0,0,0
Hugh Whitemore,0,0,1,0,0,1,0
Portrait Of A Lady On Fire,0,0,1,0,0,0,0
Yves Montand,0,0,1,0,0,0,5
Pain And Glory,0,0,1,0,0,0,0
Daniel Auteuil,0,0,1,0,2,1,18
The Farewell,0,0,1,0,0,0,0
John Thaw,0,0,1,0,0,0,2
Emily Lloyd,0,0,1,0,0,0,5
Susan Wooldridge,0,0,1,0,0,0,4
"Claude Berri, Gerard Brach",0,0,1,0,0,0,0
Taron Egerton,0,0,1,1,0,0,8
Le Mans '66,0,0,1,0,0,0,0
The Sacrifice (Offret),0,0,1,0,0,0,0
The Great Hack,0,0,1,0,0,0,0
